HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N7.HOG0013202	OG0008812	n0			CBRI.L5515_016378	CELE.CELE_B0198.1	CINO.Sp34_X0050400	CNIO.Cni-tsp-20	CREM.GCK72_023250						
N7.HOG0013203	OG0008815	n0			CBRI.L5515_017737	CELE.CELE_K02G10.15	CINO.Sp34_X0251800	CNIO.Cni-K02G10.15							
N7.HOG0013204	OG0008816	n0			CBRI.L5515_011832	CELE.CELE_Y45F10B.13	CINO.Sp34_40130600	CNIO.Cni-Y45F10B.13	CREM.GCK72_014568						
N7.HOG0013205	OG0008817	n0			CBRI.L5515_016780	CELE.CELE_F52H2.7	CINO.Sp34_X0099400	CNIO.Cnig_chr_X.g23026	CREM.GCK72_023885						
N7.HOG0013206	OG0008818	n0			CBRI.L5515_018037	CELE.CELE_T22E5.3	CINO.Sp34_X0187210	CNIO.Cni-igdb-3							
N7.HOG0013207	OG0008819	n0			CBRI.L5515_016215	CELE.CELE_F09C8.2	CINO.Sp34_X0040300	CNIO.Cni-F09C8.2	CREM.GCK72_023159						
N7.HOG0013208	OG0008820	n0			CBRI.L5515_019212	CELE.CELE_C44H4.8	CINO.Sp34_X0144300	CNIO.Cni-C44H4.8	CREM.GCK72_025667						
N7.HOG0013209	OG0008821	n0			CBRI.L5515_016874	CELE.CELE_T04F8.2	CINO.Sp34_X0092300	CNIO.Cni-T04F8.2	CREM.GCK72_023820						
N7.HOG0013210	OG0008822	n0			CBRI.L5515_016871	CELE.CELE_T04F8.6	CINO.Sp34_X0092600	CNIO.Cni-T04F8.6	CREM.GCK72_023823						
N7.HOG0013211	OG0008823	n0			CBRI.L5515_010950	CELE.CELE_C49A9.10	CINO.Sp34_40162300	CNIO.Cni-C49A9.10	CREM.GCK72_013657						
N7.HOG0013212	OG0008824	n0			CBRI.L5515_011332	CELE.CELE_F01G4.5	CINO.Sp34_40314800	CNIO.Cni-F01G4.5	CREM.GCK72_014066						
N7.HOG0013213	OG0008825	n0			CBRI.L5515_012820	CELE.CELE_K07A9.3	CINO.Sp34_40042410	CNIO.Cnig_chr_IV.g16162, CNIO.Cnig_chr_IV.g16163	CREM.GCK72_016297						
N7.HOG0013214	OG0008826	n0			CBRI.L5515_019360	CELE.CELE_ZK1086.1	CINO.Sp34_X0120100	CNIO.Cni-obr-3	CREM.GCK72_025770						
N7.HOG0013215	OG0008828	n0			CBRI.L5515_011493	CELE.CELE_T12G3.7	CINO.Sp34_40235400	CNIO.Cni-tgn-38	CREM.GCK72_014218						
N7.HOG0013216	OG0008829	n0			CBRI.L5515_017200	CELE.CELE_C14H10.3	CINO.Sp34_X0068100	CNIO.Cni-C14H10.3							
N7.HOG0013217	OG0008830	n0			CBRI.L5515_012617	CELE.CELE_W09G12.10	CINO.Sp34_40010400	CNIO.Cni-W09G12.10	CREM.GCK72_015685						
N7.HOG0013218	OG0008831	n0			CBRI.L5515_016660	CELE.CELE_F19C6.3	CINO.Sp34_X0063400	CNIO.Cni-F19C6.3	CREM.GCK72_023505						
N7.HOG0013219	OG0008832	n0			CBRI.L5515_011056	CELE.CELE_C17H12.2	CINO.Sp34_40174100	CNIO.Cni-C17H12.2	CREM.GCK72_013753						
N7.HOG0013220	OG0008833	n0			CBRI.L5515_010832	CELE.CELE_F41H10.7	CINO.Sp34_40332500	CNIO.Cni-elo-5	CREM.GCK72_013547						
N7.HOG0013221	OG0008834	n0			CBRI.L5515_012237	CELE.CELE_C02F4.4	CINO.Sp34_40076100	CNIO.Cni-C02F4.4	CREM.GCK72_015003						
N7.HOG0013222	OG0008835	n0			CBRI.L5515_012309	CELE.CELE_M02B7.7	CINO.Sp34_40082800	CNIO.Cni-M02B7.7	CREM.GCK72_015075						
N7.HOG0013223	OG0008836	n0			CBRI.L5515_016777	CELE.CELE_H01M10.1	CINO.Sp34_X0098920, CINO.Sp34_X0099100	CNIO.Cni-H01M10.1	CREM.GCK72_023882						
N7.HOG0013224	OG0008837	n0			CBRI.L5515_001626	CELE.CELE_F32H2.10	CINO.Sp34_10119000	CNIO.Cni-F32H2.10	CREM.GCK72_002487						
N7.HOG0013225	OG0008838	n0			CBRI.L5515_017114	CELE.CELE_M79.4	CINO.Sp34_X0074200	CNIO.Cni-flp-19	CREM.GCK72_023611						
N7.HOG0013226	OG0008839	n0			CBRI.L5515_014289	CELE.CELE_T24F1.7	CINO.Sp34_20332400	CNIO.Cni-T24F1.7	CREM.GCK72_005370						
N7.HOG0013227	OG0008840	n0			CBRI.L5515_010267	CELE.CELE_Y94H6A.3	CINO.Sp34_40005100	CNIO.Cni-Y94H6A.3	CREM.GCK72_015412						
N7.HOG0013228	OG0008841	n0			CBRI.L5515_001475	CELE.CELE_C25A1.9	CINO.Sp34_10185510	CNIO.Cni-rsa-1	CREM.GCK72_002323						
N7.HOG0013229	OG0008842	n0			CBRI.L5515_005687	CELE.CELE_ZC513.3	CINO.Sp34_50100000	CNIO.Cni-ZC513.3	CREM.GCK72_018740						
N7.HOG0013230	OG0008843	n0			CBRI.L5515_016635	CELE.CELE_F21G4.1	CINO.Sp34_X0061600	CNIO.Cni-F21G4.1	CREM.GCK72_023479						
N7.HOG0013231	OG0008844	n0			CBRI.L5515_008118	CELE.CELE_ZK856.18	CINO.Sp34_50282500	CNIO.Cni-ZK856.18	CREM.GCK72_017601						
N7.HOG0013232	OG0008845	n0			CBRI.L5515_007605	CELE.CELE_R04F11.3	CINO.Sp34_50127800	CNIO.Cni-R04F11.3	CREM.GCK72_018269						
N7.HOG0013233	OG0008847	n0				CELE.CELE_F34D10.3	CINO.Sp34_30225600	CNIO.Cnig_chr_III.g10460, CNIO.nigoni.pc_2016.07.11_062.g28984							
N7.HOG0013234	OG0008848	n0			CBRI.L5515_011110	CELE.CELE_C06G3.11	CINO.Sp34_40288800	CNIO.Cni-tin-9.1	CREM.GCK72_013815						
N7.HOG0013235	OG0008849	n0			CBRI.L5515_013980	CELE.CELE_T09A5.4	CINO.Sp34_20146200	CNIO.Cni-T09A5.4	CREM.GCK72_005699						
N7.HOG0013236	OG0008850	n0			CBRI.L5515_002018	CELE.CELE_B0205.8	CINO.Sp34_10345000	CNIO.Cni-B0205.8	CREM.GCK72_001907						
N7.HOG0013237	OG0008851	n0			CBRI.L5515_016515	CELE.CELE_F59F4.2, CELE.CELE_T09A12.5	CINO.Sp34_40111410		CREM.GCK72_023353						
N7.HOG0013238	OG0008852	n0			CBRI.L5515_008719	CELE.CELE_C06A8.5	CINO.Sp34_20144710	CNIO.Cni-spdl-1	CREM.GCK72_005712						
N7.HOG0013239	OG0008853	n0			CBRI.L5515_008165	CELE.CELE_R186.8	CINO.Sp34_50276000	CNIO.Cni-R186.8	CREM.GCK72_017658						
N7.HOG0013240	OG0008854	n0				CELE.CELE_Y44A6D.2	CINO.Sp34_50399500	CNIO.Cni-Y44A6D.2	CREM.GCK72_021934						
N7.HOG0013241	OG0008857	n0			CBRI.L5515_000762	CELE.CELE_F23C8.13	CINO.Sp34_10284910	CNIO.Cni-F23C8.13	CREM.GCK72_003063						
N7.HOG0013242	OG0008858	n0			CBRI.L5515_006883	CELE.CELE_C39F7.5	CINO.Sp34_50025810	CNIO.Cni-C39F7.5	CREM.GCK72_020829						
N7.HOG0013243	OG0008859	n0			CBRI.L5515_009824	CELE.CELE_F25C8.4	CINO.Sp34_50426800	CNIO.Cni-acs-12	CREM.GCK72_021974						
N7.HOG0013244	OG0008860	n0			CBRI.L5515_005964	CELE.CELE_C10B5.1	CINO.Sp34_50116400	CNIO.Cni-C10B5.1	CREM.GCK72_018882						
N7.HOG0013245	OG0008862	n0			CBRI.L5515_006336	CELE.CELE_F36H9.7	CINO.Sp34_50067200	CNIO.Cni-F36H9.7	CREM.GCK72_019264						
N7.HOG0013246	OG0008863	n0			CBRI.L5515_008246	CELE.CELE_C18C4.9	CINO.Sp34_50196520	CNIO.Cnig_chr_V.g19686	CREM.GCK72_017759						
N7.HOG0013247	OG0008864	n0			CBRI.L5515_007378	CELE.CELE_Y49G5B.1	CINO.Sp34_50191600	CNIO.Cni-Y49G5B.1	CREM.GCK72_018506						
N7.HOG0013248	OG0008865	n0			CBRI.L5515_006198	CELE.CELE_F40A3.4	CINO.Sp34_50084200	CNIO.Cni-F40A3.4	CREM.GCK72_019361						
N7.HOG0013249	OG0008866	n0			CBRI.L5515_005035	CELE.CELE_T10F2.5	CINO.Sp34_30025710		CREM.GCK72_008517						
N7.HOG0013250	OG0008867	n0			CBRI.L5515_004256	CELE.CELE_T07E3.6	CINO.Sp34_30249100	CNIO.Cni-pdf-1							
N7.HOG0013251	OG0008868	n0			CBRI.L5515_016789	CELE.CELE_R11B5.1	CINO.Sp34_X0100200	CNIO.Cni-tbc-12	CREM.GCK72_023893						
N7.HOG0013252	OG0008870	n0			CBRI.L5515_003647	CELE.CELE_F48E8.4	CINO.Sp34_30128900	CNIO.Cnig_chr_III.g9495	CREM.GCK72_010542						
N7.HOG0013253	OG0008871	n0			CBRI.L5515_019194	CELE.CELE_F33C8.4	CINO.Sp34_X0142600	CNIO.Cni-F33C8.4	CREM.GCK72_025651						
N7.HOG0013254	OG0008872	n0			CBRI.L5515_003373	CELE.CELE_C05D10.4	CINO.Sp34_30146200	CNIO.Cni-C05D10.4	CREM.GCK72_010793						
N7.HOG0013255	OG0008873	n0			CBRI.L5515_003504	CELE.CELE_R12B2.2	CINO.Sp34_30139500	CNIO.Cni-R12B2.2							
N7.HOG0013256	OG0008874	n0			CBRI.L5515_004593	CELE.CELE_K01A11.2	CINO.Sp34_30217800	CNIO.Cni-K01A11.2	CREM.GCK72_009678						
N7.HOG0013257	OG0008875	n0			CBRI.L5515_005046	CELE.CELE_K10D2.7	CINO.Sp34_30026800	CNIO.Cni-K10D2.7	CREM.GCK72_008531						
N7.HOG0013258	OG0008876	n0			CBRI.L5515_004099	CELE.CELE_R07E5.14	CINO.Sp34_30075420	CNIO.Cni-rnp-4	CREM.GCK72_010106						
N7.HOG0013259	OG0008877	n0			CBRI.L5515_003793	CELE.CELE_R17.2	CINO.Sp34_30110900	CNIO.Cni-pde-12	CREM.GCK72_010391						
N7.HOG0013260	OG0008879	n0			CBRI.L5515_004389	CELE.CELE_R151.1	CINO.Sp34_30238310	CNIO.Cni-R151.1	CREM.GCK72_009817						
N7.HOG0013261	OG0008880	n0			CBRI.L5515_003316	CELE.CELE_H05C05.1	CINO.Sp34_30320400	CNIO.Cnig_chr_III.g8905, CNIO.Cnig_chr_III.g8906	CREM.GCK72_011197						
N7.HOG0013262	OG0008881	n0			CBRI.L5515_016526	CELE.CELE_E03G2.3	CINO.Sp34_X0038400	CNIO.Cni-mec-5	CREM.GCK72_023362						
N7.HOG0013263	OG0008882	n0			CBRI.L5515_003354	CELE.CELE_Y39E4B.6	CINO.Sp34_30179200	CNIO.Cni-Y39E4B.6	CREM.GCK72_010917						
N7.HOG0013264	OG0008883	n0			CBRI.L5515_002922	CELE.CELE_Y55B1AL.2	CINO.Sp34_30335600	CNIO.Cni-Y55B1AL.2							
N7.HOG0013265	OG0008884	n0			CBRI.L5515_003073	CELE.CELE_Y54F10BM.13	CINO.Sp34_30303500	CNIO.Cni-Y54F10BM.13							
N7.HOG0013266	OG0008885	n0			CBRI.L5515_005370	CELE.CELE_F45G2.6	CINO.Sp34_30020200	CNIO.Cni-trf-1	CREM.GCK72_008385						
N7.HOG0013267	OG0008886	n0			CBRI.L5515_000711	CELE.CELE_F16D3.7		CNIO.Cni-ser-5	CREM.GCK72_001043						
N7.HOG0013268	OG0008887	n0			CBRI.L5515_017194	CELE.CELE_F41E7.3	CINO.Sp34_X0068800	CNIO.Cni-npr-6	CREM.GCK72_023549						
N7.HOG0013269	OG0008888	n0			CBRI.L5515_001661	CELE.CELE_DY3.5	CINO.Sp34_10124300	CNIO.Cni-pqn-26							
N7.HOG0013270	OG0008889	n0			CBRI.L5515_000317	CELE.CELE_Y71G12B.31	CINO.Sp34_10311500	CNIO.Cni-Y71G12B.31, CNIO.Cnig_chr_I.g64	CREM.GCK72_001170						
N7.HOG0013271	OG0008890	n0			CBRI.L5515_014994	CELE.CELE_Y48E1C.4	CINO.Sp34_20071100	CNIO.Cni-Y48E1C.4	CREM.GCK72_005785						
N7.HOG0013272	OG0008891	n0			CBRI.L5515_001760	CELE.CELE_M04C7.4	CINO.Sp34_10315200	CNIO.Cni-M04C7.4	CREM.GCK72_002643						
N7.HOG0013273	OG0008892	n0			CBRI.L5515_018076	CELE.CELE_T28B4.4	CINO.Sp34_X0191300	CNIO.Cni-T28B4.4	CREM.GCK72_024613						
N7.HOG0013274	OG0008894	n0			CBRI.L5515_000798	CELE.CELE_C30F12.2	CINO.Sp34_10289600	CNIO.Cni-C30F12.2	CREM.GCK72_002914						
N7.HOG0013275	OG0008895	n0			CBRI.L5515_001469	CELE.CELE_Y106G6E.4	CINO.Sp34_10184930	CNIO.Cni-Y106G6E.4	CREM.GCK72_002317						
N7.HOG0013276	OG0008896	n0			CBRI.L5515_018530	CELE.CELE_B0563.7		CNIO.Cni-B0563.7	CREM.GCK72_025039						
N7.HOG0013277	OG0008897	n0			CBRI.L5515_014508	CELE.CELE_C56E6.2	CINO.Sp34_20277500	CNIO.Cni-C56E6.2	CREM.GCK72_006275						
N7.HOG0013278	OG0008898	n0			CBRI.L5515_014174	CELE.CELE_C14A4.6	CINO.Sp34_20291300	CNIO.Cni-C14A4.6	CREM.GCK72_005494, CREM.GCK72_016227						
N7.HOG0013279	OG0008900	n0			CBRI.L5515_016010	CELE.CELE_K10B4.4	CINO.Sp34_20004410	CNIO.Cni-nmur-2	CREM.GCK72_007796						
N7.HOG0013280	OG0008901	n0			CBRI.L5515_014274	CELE.CELE_T06D8.2	CINO.Sp34_20334200	CNIO.Cni-T06D8.2	CREM.GCK72_005388						
N7.HOG0013281	OG0008902	n0			CBRI.L5515_013374	CELE.CELE_T05H10.8	CINO.Sp34_20151520	CNIO.Cni-T05H10.8	CREM.GCK72_005116						
N7.HOG0013282	OG0008903	n0			CBRI.L5515_003350	CELE.CELE_Y53G8AL.1	CINO.Sp34_30322500	CNIO.Cni-Y53G8AL.1							
N7.HOG0013283	OG0008904	n0			CBRI.L5515_016213	CELE.CELE_ZK1073.2	CINO.Sp34_X0040100	CNIO.Cni-ZK1073.2	CREM.GCK72_023157						
N7.HOG0013284	OG0008905	n0			CBRI.L5515_012491	CELE.CELE_T28C6.8	CINO.Sp34_40055610	CNIO.Cni-T28C6.8	CREM.GCK72_015981						
N7.HOG0013285	OG0008906	n0			CBRI.L5515_013303, CBRI.L5515_013305	CELE.CELE_T05A7.1	CINO.Sp34_20226510	CNIO.Cni-T05A7.1	CREM.GCK72_004417						
N7.HOG0013286	OG0008907	n0			CBRI.L5515_003650	CELE.CELE_F48E8.7	CINO.Sp34_30113800	CNIO.Cni-skpt-1	CREM.GCK72_010539						
N7.HOG0013287	OG0008909	n0			CBRI.L5515_011401	CELE.CELE_ZK792.1	CINO.Sp34_40324100	CNIO.Cnig_chr_IV.g14025	CREM.GCK72_014128						
N7.HOG0013288	OG0008910	n0			CBRI.L5515_013192	CELE.CELE_K07D4.9	CINO.Sp34_20237900	CNIO.Cnig_chr_II.g4313	CREM.GCK72_003967						
N7.HOG0013289	OG0008911	n0			CBRI.L5515_014038	CELE.CELE_C18E9.5	CINO.Sp34_20306100	CNIO.Cni-C18E9.5	CREM.GCK72_005639						
N7.HOG0013290	OG0008912	n1			CBRI.L5515_013471										
N7.HOG0013291	OG0008912	n2			CBRI.L5515_010868			CNIO.Cnig_chr_IV.g15453, CNIO.nigoni.pc_2016.07.11_037.g28792, CNIO.nigoni.pc_2016.07.11_063.g28989, CNIO.nigoni.pc_2016.07.11_063.g28991, CNIO.nigoni.pc_2016.07.11_087.g29097							
N7.HOG0013292	OG0008913	n0			CBRI.L5515_013956	CELE.CELE_B0495.9	CINO.Sp34_20143200	CNIO.Cni-B0495.9	CREM.GCK72_005730						
N7.HOG0013293	OG0008914	n0			CBRI.L5515_013342	CELE.CELE_F52H3.5	CINO.Sp34_20208120	CNIO.Cni-F52H3.5	CREM.GCK72_005150						
N7.HOG0013294	OG0008916	n0			CBRI.L5515_012454	CELE.CELE_F21D5.3	CINO.Sp34_40058500	CNIO.Cni-F21D5.3	CREM.GCK72_016031						
N7.HOG0013295	OG0008917	n0			CBRI.L5515_018386	CELE.CELE_C18A11.3	CINO.Sp34_X0215800	CNIO.Cni-C18A11.3	CREM.GCK72_024893						
N7.HOG0013296	OG0008918	n0			CBRI.L5515_013028	CELE.CELE_K10H10.12	CINO.Sp34_20168200		CREM.GCK72_004856						
N7.HOG0013297	OG0008919	n0			CBRI.L5515_017187	CELE.CELE_F41E7.9	CINO.Sp34_X0069500	CNIO.Cni-F41E7.9	CREM.GCK72_023556						
N7.HOG0013298	OG0008920	n0			CBRI.L5515_005583	CELE.CELE_T05D4.3	CINO.Sp34_30037600	CNIO.Cni-T05D4.3	CREM.GCK72_008188						
N7.HOG0013299	OG0008921	n0			CBRI.L5515_016610	CELE.CELE_T23E7.6	CINO.Sp34_X0029200	CNIO.Cni-T23E7.6	CREM.GCK72_023447						
N7.HOG0013300	OG0008922	n0			CBRI.L5515_003394	CELE.CELE_F42A10.3	CINO.Sp34_30148310	CNIO.Cni-anmt-2	CREM.GCK72_010806						
N7.HOG0013301	OG0008923	n0			CBRI.L5515_002939	CELE.CELE_F42G9.9	CINO.Sp34_30329600	CNIO.Cni-ptl-1	CREM.GCK72_011883						
N7.HOG0013302	OG0008924	n0				CELE.CELE_F31F6.8	CINO.Sp34_X0140700	CNIO.Cni-sssh-1	CREM.GCK72_025625						
N7.HOG0013303	OG0008925	n0			CBRI.L5515_019141	CELE.CELE_F20D1.7	CINO.Sp34_X0138820	CNIO.Cni-iglr-1	CREM.GCK72_025600						
N7.HOG0013304	OG0008926	n0			CBRI.L5515_017122	CELE.CELE_F59F5.7	CINO.Sp34_X0073600	CNIO.Cnig_chr_X.g23469							
N7.HOG0013305	OG0008927	n0			CBRI.L5515_004489	CELE.CELE_T27D1.3	CINO.Sp34_30223400	CNIO.Cni-npr-15	CREM.GCK72_009718						
N7.HOG0013306	OG0008928	n0			CBRI.L5515_003649	CELE.CELE_F48E8.8	CINO.Sp34_30128700	CNIO.Cni-F48E8.8	CREM.GCK72_010540						
N7.HOG0013307	OG0008929	n0			CBRI.L5515_019361	CELE.CELE_F19D8.1	CINO.Sp34_X0119700	CNIO.Cni-twk-23	CREM.GCK72_025771						
N7.HOG0013308	OG0008930	n0			CBRI.L5515_016379	CELE.CELE_B0198.2	CINO.Sp34_X0050500	CNIO.Cni-B0198.2	CREM.GCK72_023251						
N7.HOG0013309	OG0008931	n0			CBRI.L5515_018501	CELE.CELE_F42F12.4	CINO.Sp34_X0225700	CNIO.Cni-F42F12.4	CREM.GCK72_025001						
N7.HOG0013310	OG0008932	n0			CBRI.L5515_003959	CELE.CELE_Y47D3B.7	CINO.Sp34_30088300	CNIO.Cni-sbp-1							
N7.HOG0013311	OG0008933	n0			CBRI.L5515_002976	CELE.CELE_H10E21.1	CINO.Sp34_30324600	CNIO.Cni-H10E21.1	CREM.GCK72_011809						
N7.HOG0013312	OG0008934	n0			CBRI.L5515_003516	CELE.CELE_F01F1.6	CINO.Sp34_30140400	CNIO.Cni-alh-9	CREM.GCK72_010639						
N7.HOG0013313	OG0008935	n0			CBRI.L5515_016746	CELE.CELE_F53B3.6	CINO.Sp34_X0095600	CNIO.Cni-F53B3.6	CREM.GCK72_023853						
N7.HOG0013314	OG0008936	n0			CBRI.L5515_019186	CELE.CELE_F42D1.3	CINO.Sp34_X0141600	CNIO.Cni-sprr-2	CREM.GCK72_025637						
N7.HOG0013315	OG0008937	n0			CBRI.L5515_002965	CELE.CELE_F27B3.2		CNIO.Cni-acr-21	CREM.GCK72_011014						
N7.HOG0013316	OG0008938	n0			CBRI.L5515_004250	CELE.CELE_T07E3.4	CINO.Sp34_30248400	CNIO.Cni-T07E3.4	CREM.GCK72_009963						
N7.HOG0013317	OG0008939	n0			CBRI.L5515_008199	CELE.CELE_B0365.7	CINO.Sp34_50272500	CNIO.Cni-dhc-3	CREM.GCK72_017709						
N7.HOG0013318	OG0008940	n0			CBRI.L5515_003119	CELE.CELE_F40G9.5	CINO.Sp34_30325000	CNIO.Cni-F40G9.5	CREM.GCK72_011804						
N7.HOG0013319	OG0008941	n0			CBRI.L5515_017502	CELE.CELE_ZK813.4	CINO.Sp34_X0270200	CNIO.Cni-ZK813.4	CREM.GCK72_024098						
N7.HOG0013320	OG0008942	n0			CBRI.L5515_011300	CELE.CELE_F36H1.6	CINO.Sp34_40311100	CNIO.Cni-alh-3	CREM.GCK72_014036						
N7.HOG0013321	OG0008943	n0			CBRI.L5515_017767	CELE.CELE_T07F12.2	CINO.Sp34_X0249010	CNIO.Cni-T07F12.2	CREM.GCK72_024328						
N7.HOG0013322	OG0008944	n0			CBRI.L5515_011890	CELE.CELE_M01H9.3	CINO.Sp34_40122700	CNIO.Cni-M01H9.3	CREM.GCK72_014624						
N7.HOG0013323	OG0008945	n0			CBRI.L5515_011394	CELE.CELE_ZK792.7	CINO.Sp34_40322910	CNIO.Cnig_chr_IV.g14015, CNIO.Cnig_chr_IV.g14017	CREM.GCK72_014121						
N7.HOG0013324	OG0008946	n0			CBRI.L5515_012116	CELE.CELE_R13.2	CINO.Sp34_40096000	CNIO.Cni-npax-3	CREM.GCK72_014882						
N7.HOG0013325	OG0008947	n0			CBRI.L5515_010026	CELE.CELE_C30H6.9	CINO.Sp34_40214200	CNIO.Cni-C30H6.9	CREM.GCK72_012000						
N7.HOG0013326	OG0008948	n0			CBRI.L5515_008361	CELE.CELE_K12B6.4	CINO.Sp34_50209900	CNIO.Cni-K12B6.4	CREM.GCK72_017899						
N7.HOG0013327	OG0008949	n0			CBRI.L5515_011062	CELE.CELE_C17H12.11, CELE.CELE_C17H12.37	CINO.Sp34_40283400	CNIO.Cni-C17H12.11, CNIO.Cni-C17H12.37	CREM.GCK72_013760						
N7.HOG0013328	OG0008950	n0			CBRI.L5515_010543	CELE.CELE_H27C11.1	CINO.Sp34_40251500	CNIO.Cni-nhr-97, CNIO.Cnig_chr_IV.g12921	CREM.GCK72_013258						
N7.HOG0013329	OG0008951	n0			CBRI.L5515_011824	CELE.CELE_Y45F10A.6	CINO.Sp34_40131110	CNIO.Cnig_chr_IV.g14561	CREM.GCK72_014559						
N7.HOG0013330	OG0008952	n0			CBRI.L5515_010987	CELE.CELE_Y73B6BL.35	CINO.Sp34_40166000	CNIO.Cni-Y73B6BL.35	CREM.GCK72_013691						
N7.HOG0013331	OG0008953	n0			CBRI.L5515_010802	CELE.CELE_C24D10.4	CINO.Sp34_40336400	CNIO.Cni-C24D10.4	CREM.GCK72_013515						
N7.HOG0013332	OG0008954	n0			CBRI.L5515_008629	CELE.CELE_C24B5.1	CINO.Sp34_50240500	CNIO.Cni-C24B5.1	CREM.GCK72_017155						
N7.HOG0013333	OG0008955	n0			CBRI.L5515_011162	CELE.CELE_D2024.5	CINO.Sp34_40293400	CNIO.Cni-D2024.5	CREM.GCK72_013891						
N7.HOG0013334	OG0008956	n0			CBRI.L5515_016058	CELE.CELE_M02E1.2	CINO.Sp34_X0024610	CNIO.Cni-M02E1.2	CREM.GCK72_022115						
N7.HOG0013335	OG0008957	n0			CBRI.L5515_011443	CELE.CELE_C10C6.2	CINO.Sp34_40228700	CNIO.Cni-npr-3	CREM.GCK72_014170						
N7.HOG0013336	OG0008959	n0			CBRI.L5515_008231	CELE.CELE_T05C3.4	CINO.Sp34_50194900	CNIO.Cni-grl-18	CREM.GCK72_017745						
N7.HOG0013337	OG0008960	n0			CBRI.L5515_008208	CELE.CELE_F57B1.5	CINO.Sp34_50271620	CNIO.Cni-F57B1.5	CREM.GCK72_017720						
N7.HOG0013338	OG0008961	n0			CBRI.L5515_007643	CELE.CELE_ZK836.2	CINO.Sp34_50130610	CNIO.Cni-ZK836.2	CREM.GCK72_018219						
N7.HOG0013339	OG0008962	n0			CBRI.L5515_008932	CELE.CELE_C53A5.5	CINO.Sp34_50352900	CNIO.Cni-kcnl-4	CREM.GCK72_017484						
N7.HOG0013340	OG0008963	n0			CBRI.L5515_008254	CELE.CELE_CD4.1	CINO.Sp34_50197200	CNIO.Cni-CD4.1	CREM.GCK72_017768						
N7.HOG0013341	OG0008964	n0			CBRI.L5515_009822	CELE.CELE_F25C8.5	CINO.Sp34_50426600	CNIO.Cni-ttll-9	CREM.GCK72_021982						
N7.HOG0013342	OG0008965	n0			CBRI.L5515_007943	CELE.CELE_F58B4.2	CINO.Sp34_50303200	CNIO.Cni-F58B4.2	CREM.GCK72_016562						
N7.HOG0013343	OG0008966	n0			CBRI.L5515_008024	CELE.CELE_F25D1.2	CINO.Sp34_50293800	CNIO.Cni-F25D1.2	CREM.GCK72_016426						
N7.HOG0013344	OG0008967	n0			CBRI.L5515_006243	CELE.CELE_Y61A9LA.7	CINO.Sp34_50075120	CNIO.Cni-Y61A9LA.7	CREM.GCK72_019402						
N7.HOG0013345	OG0008968	n0			CBRI.L5515_008068	CELE.CELE_K07C5.7	CINO.Sp34_50288900	CNIO.Cni-ttll-15	CREM.GCK72_016376						
N7.HOG0013346	OG0008970	n0			CBRI.L5515_005348	CELE.CELE_C29E4.8	CINO.Sp34_30031100	CNIO.Cni-let-754	CREM.GCK72_009199						
N7.HOG0013347	OG0008971	n0			CBRI.L5515_010284	CELE.CELE_Y57G11C.39	CINO.Sp34_40184300	CNIO.Cni-Y57G11C.39	CREM.GCK72_012937						
N7.HOG0013348	OG0008972	n0			CBRI.L5515_017591	CELE.CELE_T19D2.3	CINO.Sp34_X0263500	CNIO.Cni-T19D2.3							
N7.HOG0013349	OG0008973	n0			CBRI.L5515_017518	CELE.CELE_C12D12.3	CINO.Sp34_X0269600	CNIO.Cni-C12D12.3	CREM.GCK72_024106						
N7.HOG0013350	OG0008974	n0			CBRI.L5515_016401	CELE.CELE_B0416.3	CINO.Sp34_X0052600	CNIO.Cni-B0416.3	CREM.GCK72_023275						
N7.HOG0013351	OG0008975	n0			CBRI.L5515_016199	CELE.CELE_CTEL55X.1	CINO.Sp34_X0025900	CNIO.Cni-cTel55X.1	CREM.GCK72_022817						
N7.HOG0013352	OG0008976	n0			CBRI.L5515_017394	CELE.CELE_T24C12.1	CINO.Sp34_X0105400	CNIO.Cni-T24C12.1	CREM.GCK72_023983						
N7.HOG0013353	OG0008978	n0			CBRI.L5515_002245	CELE.CELE_Y6B3B.7	CINO.Sp34_10020010	CNIO.Cni-Y6B3B.7	CREM.GCK72_001791						
N7.HOG0013354	OG0008979	n0			CBRI.L5515_016391	CELE.CELE_F18G5.4		CNIO.Cni-lgc-4	CREM.GCK72_023267						
N7.HOG0013355	OG0008980	n0			CBRI.L5515_008270	CELE.CELE_F25B4.4	CINO.Sp34_50198800	CNIO.Cni-F25B4.4	CREM.GCK72_017788						
N7.HOG0013356	OG0008981	n0			CBRI.L5515_017143	CELE.CELE_C39B10.1	CINO.Sp34_X0072100	CNIO.Cni-C39B10.1	CREM.GCK72_023584						
N7.HOG0013357	OG0008982	n0			CBRI.L5515_018404	CELE.CELE_F11C1.5	CINO.Sp34_X0218320	CNIO.Cni-F11C1.5	CREM.GCK72_024914						
N7.HOG0013358	OG0008983	n0			CBRI.L5515_019160	CELE.CELE_T10B10.8	CINO.Sp34_X0137000	CNIO.Cni-T10B10.8	CREM.GCK72_025579						
N7.HOG0013359	OG0008985	n0			CBRI.L5515_008255	CELE.CELE_M03E7.4	CINO.Sp34_50197300	CNIO.Cni-M03E7.4	CREM.GCK72_017769						
