HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N11.HOG0015125	OG0009594	n0			CBRI.L5515_004720			CNIO.Cni-set-3							
N11.HOG0015126	OG0009595	n0			CBRI.L5515_004825			CNIO.Cni-M01A8.1, CNIO.Cnig_chr_III.g10884							
N11.HOG0015127	OG0009596	n0			CBRI.L5515_004923			CNIO.Cni-grl-25							
N11.HOG0015128	OG0009597	n0			CBRI.L5515_005095			CNIO.Cnig_chr_III.g11174							
N11.HOG0015129	OG0009598	n2			CBRI.L5515_005240			CNIO.Cnig_chr_III.g11372							
N11.HOG0015130	OG0009598	n4			CBRI.L5515_005243			CNIO.Cnig_chr_III.g11371							
N11.HOG0015131	OG0009599	n0			CBRI.L5515_005350			CNIO.Cni-nhr-20							
N11.HOG0015132	OG0009600	n0			CBRI.L5515_005488			CNIO.Cnig_chr_III.g11683, CNIO.Cnig_chr_III.g11684							
N11.HOG0015133	OG0009601	n0			CBRI.L5515_005575			CNIO.Cni-pod-1							
N11.HOG0015134	OG0009602	n0			CBRI.L5515_016092			CNIO.Cni-M6.4							
N11.HOG0015135	OG0009603	n0			CBRI.L5515_016130			CNIO.Cnig_chr_X.g22232							
N11.HOG0015136	OG0009604	n0			CBRI.L5515_016131			CNIO.Cni-F35H12.6							
N11.HOG0015137	OG0009605	n0			CBRI.L5515_016172			CNIO.Cni-R193.2, CNIO.Cnig_chr_X.g22179							
N11.HOG0015138	OG0009606	n4			CBRI.L5515_016317			CNIO.Cnig_chr_X.g22469, CNIO.Cnig_chr_X.g22471							
N11.HOG0015139	OG0009606	n6			CBRI.L5515_018751			CNIO.Cnig_chr_III.g8874, CNIO.Cnig_chr_X.g25412							
N11.HOG0015140	OG0009607	n1			CBRI.L5515_016449			CNIO.nigoni.pc_2016.07.11_015.g27999							
N11.HOG0015141	OG0009607	n2			CBRI.L5515_015515, CBRI.L5515_017610			CNIO.Cnig_chr_II.g7417, CNIO.Cnig_chr_V.g18395, CNIO.nigoni.pc_2016.07.11_015.g27938, CNIO.nigoni.pc_2016.07.11_018.g28184, CNIO.nigoni.pc_2016.07.11_018.g28186							
N11.HOG0015142	OG0009608	n0			CBRI.L5515_016494			CNIO.Cnig_chr_X.g22682, CNIO.Cnig_chr_X.g22684							
N11.HOG0015143	OG0009609	n0			CBRI.L5515_016505, CBRI.L5515_016507										
N11.HOG0015144	OG0009610	n0			CBRI.L5515_016537			CNIO.Cni-gcy-11							
N11.HOG0015145	OG0009611	n0			CBRI.L5515_016547			CNIO.Cni-F52G3.5							
N11.HOG0015146	OG0009612	n0			CBRI.L5515_016590			CNIO.Cni-npr-24							
N11.HOG0015147	OG0009613	n0			CBRI.L5515_016654			CNIO.Cni-gnrr-3							
N11.HOG0015148	OG0009614	n2			CBRI.L5515_016702			CNIO.Cnig_chr_X.g22898, CNIO.Cnig_chr_X.g25499							
N11.HOG0015149	OG0009614	n6			CBRI.L5515_018868			CNIO.Cnig_chr_X.g25553							
N11.HOG0015150	OG0009614	n7			CBRI.L5515_018867			CNIO.Cnig_chr_X.g25552							
N11.HOG0015151	OG0009615	n5			CBRI.L5515_016823			CNIO.Cnig_chr_X.g23070							
N11.HOG0015152	OG0009615	n6			CBRI.L5515_019617			CNIO.Cnig_chr_X.g26614, CNIO.Cnig_chr_X.g26615							
N11.HOG0015153	OG0009616	n0			CBRI.L5515_016882			CNIO.Cni-F52D10.4							
N11.HOG0015154	OG0009617	n0			CBRI.L5515_016903			CNIO.Cni-hpo-34							
N11.HOG0015155	OG0009618	n0			CBRI.L5515_017127			CNIO.Cni-slcf-1							
N11.HOG0015156	OG0009619	n0			CBRI.L5515_017186			CNIO.Cni-R07E3.6							
N11.HOG0015157	OG0009620	n1			CBRI.L5515_017193			CNIO.Cnig_chr_X.g23614							
N11.HOG0015158	OG0009620	n4			CBRI.L5515_017191			CNIO.Cnig_chr_X.g23613							
N11.HOG0015159	OG0009621	n0			CBRI.L5515_017212			CNIO.Cni-arrd-28							
N11.HOG0015160	OG0009622	n2						CNIO.Cni-ceh-7							
N11.HOG0015161	OG0009622	n4			CBRI.L5515_017549			CNIO.Cni-ceh-63							
N11.HOG0015162	OG0009623	n1			CBRI.L5515_017554			CNIO.Cnig_chr_X.g23938, CNIO.Cnig_chr_X.g24014							
N11.HOG0015163	OG0009623	n3			CBRI.L5515_015424			CNIO.Cnig_chr_II.g7295, CNIO.Cnig_chr_II.g7297, CNIO.Cnig_chr_II.g7298, CNIO.Cnig_chr_X.g26349, CNIO.nigoni.pc_2016.07.11_021.g28343							
N11.HOG0015164	OG0009624	n0			CBRI.L5515_017565			CNIO.Cni-aex-4							
N11.HOG0015165	OG0009625	n0			CBRI.L5515_017590			CNIO.Cni-T19D2.1							
N11.HOG0015166	OG0009626	n0			CBRI.L5515_017614			CNIO.Cni-F09F9.5							
N11.HOG0015167	OG0009627	n0			CBRI.L5515_017626			CNIO.Cni-F20B6.4							
N11.HOG0015168	OG0009628	n0			CBRI.L5515_017745			CNIO.Cni-F55D10.4							
N11.HOG0015169	OG0009629	n0			CBRI.L5515_017970			CNIO.Cni-C15H9.11							
N11.HOG0015170	OG0009630	n0			CBRI.L5515_018014			CNIO.Cni-W05H9.1							
N11.HOG0015171	OG0009631	n0			CBRI.L5515_018039			CNIO.Cni-glt-4							
N11.HOG0015172	OG0009632	n0			CBRI.L5515_018180			CNIO.Cni-C54D1.7							
N11.HOG0015173	OG0009633	n0			CBRI.L5515_018578			CNIO.Cni-nmur-1							
N11.HOG0015174	OG0009634	n6			CBRI.L5515_018896			CNIO.Cnig_chr_X.g25589							
N11.HOG0015175	OG0009634	n7			CBRI.L5515_018623			CNIO.Cnig_chr_X.g25242							
N11.HOG0015176	OG0009635	n0			CBRI.L5515_018626			CNIO.Cni-Y62H9A.1							
N11.HOG0015177	OG0009636	n0			CBRI.L5515_018786			CNIO.Cnig_chr_X.g26387, CNIO.Cnig_chr_X.g26389, CNIO.Cnig_chr_X.g26391, CNIO.Cnig_chr_X.g26394, CNIO.Cnig_chr_X.g26398, CNIO.Cnig_chr_X.g26401, CNIO.Cnig_chr_X.g26402, CNIO.Cnig_chr_X.g26403							
N11.HOG0015178	OG0009637	n0			CBRI.L5515_019092			CNIO.Cni-C46E1.3							
N11.HOG0015179	OG0009638	n0			CBRI.L5515_019114			CNIO.Cni-glb-28							
N11.HOG0015180	OG0009639	n0			CBRI.L5515_019146			CNIO.Cni-dsc-1							
N11.HOG0015181	OG0009640	n0			CBRI.L5515_019176			CNIO.Cni-dmd-4							
N11.HOG0015182	OG0009641	n0			CBRI.L5515_019342			CNIO.Cni-C04A11.2							
N11.HOG0015183	OG0009642	n0			CBRI.L5515_019348			CNIO.Cni-K11E4.1							
N11.HOG0015184	OG0009643	n0			CBRI.L5515_019373			CNIO.Cnig_chr_IV.g15583, CNIO.Cnig_chr_IV.g15584, CNIO.Cnig_chr_IV.g15585, CNIO.Cnig_chr_X.g26158, CNIO.Cnig_chr_X.g26159, CNIO.Cnig_chr_X.g26160, CNIO.nigoni.pc_2016.07.11_115.g29164, CNIO.nigoni.pc_2016.07.11_115.g29165							
N11.HOG0015185	OG0009644	n0			CBRI.L5515_012969			CNIO.Cni-nlp-11							
N11.HOG0015186	OG0009645	n0			CBRI.L5515_013071			CNIO.Cni-C01G6.3							
N11.HOG0015187	OG0009646	n0			CBRI.L5515_013093			CNIO.Cni-C01G6.9							
N11.HOG0015188	OG0009647	n0			CBRI.L5515_013193			CNIO.Cni-K07D4.5							
N11.HOG0015189	OG0009648	n0			CBRI.L5515_013373			CNIO.Cni-T05H10.4							
N11.HOG0015190	OG0009649	n0			CBRI.L5515_013378			CNIO.Cni-K02C4.2							
N11.HOG0015191	OG0009650	n0			CBRI.L5515_013429			CNIO.Cni-C26D10.4							
N11.HOG0015192	OG0009651	n0			CBRI.L5515_013455			CNIO.Cni-F35C11.6							
N11.HOG0015193	OG0009652	n0			CBRI.L5515_013767			CNIO.Cni-clhm-1							
N11.HOG0015194	OG0009653	n0			CBRI.L5515_013902			CNIO.Cni-sro-1							
N11.HOG0015195	OG0009654	n0			CBRI.L5515_014051			CNIO.Cni-B0457.2							
N11.HOG0015196	OG0009655	n0			CBRI.L5515_014074			CNIO.Cni-F07H5.8							
N11.HOG0015197	OG0009656	n0			CBRI.L5515_014075			CNIO.Cni-F07H5.7							
N11.HOG0015198	OG0009657	n0			CBRI.L5515_014235			CNIO.Cni-lurp-1							
N11.HOG0015199	OG0009658	n0			CBRI.L5515_014259			CNIO.Cni-glb-4							
N11.HOG0015200	OG0009659	n0			CBRI.L5515_014290			CNIO.Cni-T24F1.4							
N11.HOG0015201	OG0009660	n0			CBRI.L5515_014471			CNIO.Cni-M02G9.1							
N11.HOG0015202	OG0009661	n0			CBRI.L5515_014582			CNIO.Cni-fkh-8							
N11.HOG0015203	OG0009662	n0			CBRI.L5515_014604			CNIO.Cni-ZK84.1							
N11.HOG0015204	OG0009663	n0			CBRI.L5515_014635			CNIO.Cni-H41C03.1							
N11.HOG0015205	OG0009664	n0			CBRI.L5515_014695			CNIO.Cni-C17G10.7							
N11.HOG0015206	OG0009665	n0			CBRI.L5515_014786			CNIO.Cni-C34F11.8							
N11.HOG0015207	OG0009666	n0			CBRI.L5515_014874			CNIO.Cni-C33F10.14							
N11.HOG0015208	OG0009667	n0			CBRI.L5515_015073			CNIO.Cni-Y17G7B.23							
N11.HOG0015209	OG0009668	n0			CBRI.L5515_015141			CNIO.Cni-Y57A10A.24							
N11.HOG0015210	OG0009669	n4						CNIO.Cni-F57G9.7							
N11.HOG0015211	OG0009669	n6						CNIO.Cnig_chr_II.g6929							
N11.HOG0015212	OG0009670	n0			CBRI.L5515_015220			CNIO.Cni-ZK355.2							
N11.HOG0015213	OG0009671	n0			CBRI.L5515_015302			CNIO.Cnig_chr_II.g7098, CNIO.Cnig_chr_II.g7101, CNIO.Cnig_chr_X.g26691							
N11.HOG0015214	OG0009672	n1			CBRI.L5515_015361			CNIO.Cnig_chr_II.g7203							
N11.HOG0015215	OG0009672	n3			CBRI.L5515_015365			CNIO.Cnig_chr_II.g7202							
N11.HOG0015216	OG0009672	n4			CBRI.L5515_015362, CBRI.L5515_015363, CBRI.L5515_015364			CNIO.Cnig_chr_II.g7200, CNIO.Cnig_chr_II.g7201							
N11.HOG0015217	OG0009673	n0			CBRI.L5515_015587			CNIO.Cni-rgs-4							
N11.HOG0015218	OG0009674	n0			CBRI.L5515_015771			CNIO.Cni-C08G5.6							
N11.HOG0015219	OG0009675	n0			CBRI.L5515_015773			CNIO.Cni-Y39F10A.1							
N11.HOG0015220	OG0009676	n2			CBRI.L5515_015818			CNIO.Cnig_chr_II.g8072							
N11.HOG0015221	OG0009676	n3			CBRI.L5515_015819			CNIO.Cnig_chr_II.g8073							
N11.HOG0015222	OG0009677	n5			CBRI.L5515_015887			CNIO.Cnig_chr_II.g8161							
N11.HOG0015223	OG0009677	n6			CBRI.L5515_015888			CNIO.Cnig_chr_II.g6225, CNIO.Cnig_chr_II.g8162							
N11.HOG0015224	OG0009678	n0			CBRI.L5515_015929			CNIO.Cni-W08F4.5							
N11.HOG0015225	OG0009679	n0			CBRI.L5515_015950			CNIO.Cnig_chr_II.g8248							
N11.HOG0015226	OG0009683	n0						CNIO.Cni-ttr-34							
N11.HOG0015227	OG0009685	n2						CNIO.Cni-B0228.8							
N11.HOG0015228	OG0009685	n5						CNIO.Cni-B0228.9							
N11.HOG0015229	OG0009687	n0						CNIO.Cni-C38C6.3							
N11.HOG0015230	OG0009688	n2						CNIO.Cni-srw-1							
N11.HOG0015231	OG0009689	n0						CNIO.nigoni.pc_2016.07.11_007.g27007							
N11.HOG0015232	OG0009695	n0						CNIO.Cnig_chr_V.g17605, CNIO.Cnig_chr_V.g21536, CNIO.nigoni.pc_2016.07.11_018.g28203							
N11.HOG0015233	OG0009696	n0						CNIO.Cnig_chr_II.g6519, CNIO.Cnig_chr_III.g10007, CNIO.Cnig_chr_IV.g14762, CNIO.Cnig_chr_V.g16495, CNIO.Cnig_chr_V.g17527, CNIO.Cnig_chr_V.g19191, CNIO.Cnig_chr_V.g19927, CNIO.Cnig_chr_V.g21232, CNIO.nigoni.pc_2016.07.11_024.g28495							
N11.HOG0015234	OG0009697	n0						CNIO.Cnig_chr_X.g26061, CNIO.nigoni.pc_2016.07.11_021.g28348							
N11.HOG0015235	OG0009760	n0			CBRI.L5515_007539			CNIO.Cnig_chr_V.g18822							
N11.HOG0015236	OG0009761	n4						CNIO.Cnig_chr_I.g2380							
N11.HOG0015237	OG0009761	n5			CBRI.L5515_001791			CNIO.Cnig_chr_I.g2373							
N11.HOG0015238	OG0009769	n0			CBRI.L5515_010158										
N11.HOG0015239	OG0009772	n0			CBRI.L5515_013394			CNIO.Cni-K02C4.5							
N11.HOG0015240	OG0009773	n0						CNIO.Cni-C29A12.6							
N11.HOG0015241	OG0009776	n0			CBRI.L5515_008805			CNIO.Cni-madf-4							
N11.HOG0015242	OG0009777	n0			CBRI.L5515_013935			CNIO.Cni-lips-17							
N11.HOG0015243	OG0009780	n0			CBRI.L5515_009710			CNIO.Cnig_chr_V.g21683, CNIO.Cnig_chr_X.g26560, CNIO.Cnig_chr_X.g26561, CNIO.Cnig_chr_X.g26562, CNIO.Cnig_chr_X.g26565							
N11.HOG0015244	OG0009781	n0			CBRI.L5515_013501			CNIO.Cni-ctg-2, CNIO.Cnig_chr_II.g4374							
N11.HOG0015245	OG0009783	n0			CBRI.L5515_013859			CNIO.Cni-aqp-1							
N11.HOG0015246	OG0009784	n0			CBRI.L5515_006587										
N11.HOG0015247	OG0009786	n0			CBRI.L5515_002233			CNIO.Cni-W09G3.1							
N11.HOG0015248	OG0009789	n0			CBRI.L5515_018275			CNIO.Cni-F46C8.1							
N11.HOG0015249	OG0009790	n0			CBRI.L5515_001735			CNIO.Cni-F36A2.11							
N11.HOG0015250	OG0009793	n0			CBRI.L5515_014646			CNIO.Cni-ZK1248.11							
N11.HOG0015251	OG0009794	n4						CNIO.Cnig_chr_I.g1075							
N11.HOG0015252	OG0009794	n6						CNIO.Cnig_chr_I.g1073							
N11.HOG0015253	OG0009795	n0			CBRI.L5515_017270, CBRI.L5515_017271			CNIO.nigoni.pc_2016.07.11_014.g27858							
N11.HOG0015254	OG0009796	n0			CBRI.L5515_004655			CNIO.Cni-K03H1.13							
N11.HOG0015255	OG0009803	n2			CBRI.L5515_014641			CNIO.Cnig_chr_II.g6263, CNIO.Cnig_chr_II.g6264							
N11.HOG0015256	OG0009806	n0			CBRI.L5515_011747			CNIO.Cnig_chr_IV.g14463							
N11.HOG0015257	OG0009808	n2			CBRI.L5515_011763, CBRI.L5515_011764			CNIO.Cni-exos-4.1							
N11.HOG0015258	OG0009810	n0			CBRI.L5515_015178			CNIO.Cni-Y57A10B.7							
N11.HOG0015259	OG0009811	n0			CBRI.L5515_016194			CNIO.Cni-K06A9.2							
N11.HOG0015260	OG0009814	n0						CNIO.Cnig_chr_II.g6698							
N11.HOG0015261	OG0009815	n0						CNIO.Cni-ZK632.9							
N11.HOG0015262	OG0009817	n0			CBRI.L5515_011724			CNIO.Cni-M02B1.3							
N11.HOG0015263	OG0009818	n0			CBRI.L5515_003426										
N11.HOG0015264	OG0009821	n0			CBRI.L5515_010440			CNIO.Cni-Y45F10D.10							
N11.HOG0015265	OG0009824	n0			CBRI.L5515_013808			CNIO.Cnig_chr_II.g5253							
N11.HOG0015266	OG0009825	n0						CNIO.Cnig_chr_I.g750							
N11.HOG0015267	OG0009828	n0			CBRI.L5515_011281			CNIO.Cni-rbr-2							
N11.HOG0015268	OG0009829	n0			CBRI.L5515_008243			CNIO.Cni-C18C4.5							
N11.HOG0015269	OG0009831	n5						CNIO.nigoni.pc_2016.07.11_010.g27413							
N11.HOG0015270	OG0009831	n6			CBRI.L5515_018544			CNIO.Cni-F47E1.3							
N11.HOG0015271	OG0009838	n0			CBRI.L5515_014810			CNIO.Cni-C04G6.4							
N11.HOG0015272	OG0009839	n0			CBRI.L5515_014229			CNIO.Cni-M106.3							
N11.HOG0015273	OG0009840	n0			CBRI.L5515_001859			CNIO.Cni-K06A5.3							
N11.HOG0015274	OG0009842	n0			CBRI.L5515_001504			CNIO.Cnig_chr_I.g2029							
N11.HOG0015275	OG0009844	n0			CBRI.L5515_002132			CNIO.Cni-Y48G8AL.7							
N11.HOG0015276	OG0009848	n0			CBRI.L5515_001035			CNIO.Cni-scbp-2							
N11.HOG0015277	OG0009850	n0			CBRI.L5515_018340			CNIO.Cni-R03G5.6							
N11.HOG0015278	OG0009851	n0						CNIO.Cni-K10C2.12							
N11.HOG0015279	OG0009853	n0						CNIO.Cnig_chr_IV.g14540							
N11.HOG0015280	OG0009854	n0			CBRI.L5515_017704			CNIO.Cni-C07A12.18							
N11.HOG0015281	OG0009855	n0			CBRI.L5515_001235			CNIO.Cni-R06C7.6							
N11.HOG0015282	OG0009858	n0						CNIO.Cnig_chr_IV.g14781							
N11.HOG0015283	OG0009860	n0			CBRI.L5515_017748			CNIO.Cni-lon-2							
N11.HOG0015284	OG0009861	n0			CBRI.L5515_018880			CNIO.Cni-K02A6.3							
N11.HOG0015285	OG0009864	n0			CBRI.L5515_016247			CNIO.Cni-K08B5.2							
N11.HOG0015286	OG0009867	n0			CBRI.L5515_007858			CNIO.Cni-ima-1							
N11.HOG0015287	OG0009868	n0			CBRI.L5515_007554			CNIO.Cni-nlp-46							
N11.HOG0015288	OG0009870	n0			CBRI.L5515_008795			CNIO.Cni-suds-3							
N11.HOG0015289	OG0009872	n0			CBRI.L5515_002994			CNIO.Cni-F59A6.10							
N11.HOG0015290	OG0009873	n0			CBRI.L5515_009090			CNIO.Cnig_chr_V.g20747							
N11.HOG0015291	OG0009874	n0			CBRI.L5515_008734			CNIO.Cni-ZK287.4, CNIO.Cnig_chr_V.g22051							
N11.HOG0015292	OG0009876	n0			CBRI.L5515_008828			CNIO.Cni-Y6E2A.10							
N11.HOG0015293	OG0009879	n0			CBRI.L5515_004515			CNIO.Cni-C34C12.7							
N11.HOG0015294	OG0009880	n0			CBRI.L5515_004848			CNIO.Cni-ZK512.11							
N11.HOG0015295	OG0009883	n0			CBRI.L5515_011224			CNIO.Cni-F55G1.1							
N11.HOG0015296	OG0009884	n0			CBRI.L5515_003029			CNIO.Cni-dss-1							
N11.HOG0015297	OG0009890	n0						CNIO.Cni-R12B2.8							
N11.HOG0015298	OG0009891	n0			CBRI.L5515_011588			CNIO.Cni-dpy-26							
N11.HOG0015299	OG0009892	n0			CBRI.L5515_m000010										
N11.HOG0015300	OG0009893	n0			CBRI.L5515_006927			CNIO.Cnig_chr_V.g18054, CNIO.Cnig_chr_V.g18058							
N11.HOG0015301	OG0009896	n0			CBRI.L5515_010657			CNIO.Cni-C53B4.3							
N11.HOG0015302	OG0009899	n0			CBRI.L5515_013191			CNIO.Cni-K07D4.4							
N11.HOG0015303	OG0009900	n0			CBRI.L5515_000849			CNIO.Cnig_chr_I.g1304							
N11.HOG0015304	OG0009901	n0			CBRI.L5515_014515			CNIO.Cni-twk-49							
N11.HOG0015305	OG0009902	n0			CBRI.L5515_014552			CNIO.Cni-C29F5.8							
N11.HOG0015306	OG0009903	n0			CBRI.L5515_014817										
N11.HOG0015307	OG0009904	n0			CBRI.L5515_013701			CNIO.Cni-C56C10.9							
N11.HOG0015308	OG0009905	n0			CBRI.L5515_013986			CNIO.Cni-T09A5.15							
N11.HOG0015309	OG0009906	n0			CBRI.L5515_019335			CNIO.Cni-C04A11.1							
N11.HOG0015310	OG0009908	n0			CBRI.L5515_003114			CNIO.Cni-W10C4.1							
N11.HOG0015311	OG0009909	n0			CBRI.L5515_019097			CNIO.Cni-flp-32							
N11.HOG0015312	OG0009910	n4						CNIO.Cnig_chr_X.g24525							
N11.HOG0015313	OG0009910	n5			CBRI.L5515_018043			CNIO.Cnig_chr_X.g24527							
N11.HOG0015314	OG0009911	n0			CBRI.L5515_018147			CNIO.Cni-F14B8.6							
N11.HOG0015315	OG0009912	n0			CBRI.L5515_010660			CNIO.Cni-tpra-1							
N11.HOG0015316	OG0009913	n0			CBRI.L5515_010683			CNIO.Cni-F49C12.14							
N11.HOG0015317	OG0009914	n0			CBRI.L5515_011193			CNIO.Cni-Y40C5A.3							
N11.HOG0015318	OG0009915	n0			CBRI.L5515_011008			CNIO.Cni-C01G5.25							
N11.HOG0015319	OG0009916	n0			CBRI.L5515_012348			CNIO.Cni-D2096.7							
N11.HOG0015320	OG0009917	n0			CBRI.L5515_011503			CNIO.Cni-bath-37							
N11.HOG0015321	OG0009918	n0			CBRI.L5515_012883			CNIO.Cni-Y54G2A.16							
N11.HOG0015322	OG0009919	n0			CBRI.L5515_013243			CNIO.Cni-pacs-1							
N11.HOG0015323	OG0009921	n0			CBRI.L5515_008717			CNIO.Cni-T06E4.7							
N11.HOG0015324	OG0009922	n0			CBRI.L5515_003492			CNIO.Cni-zip-8							
N11.HOG0015325	OG0009923	n0			CBRI.L5515_007727			CNIO.Cni-glb-15							
N11.HOG0015326	OG0009924	n0			CBRI.L5515_000551			CNIO.Cni-F40E3.5							
N11.HOG0015327	OG0009925	n0			CBRI.L5515_009888			CNIO.Cni-Y113G7B.11							
N11.HOG0015328	OG0009927	n0			CBRI.L5515_016561			CNIO.Cni-T25G12.6							
N11.HOG0015329	OG0009928	n0			CBRI.L5515_018084			CNIO.Cni-C56E10.3							
N11.HOG0015330	OG0009929	n0			CBRI.L5515_017815			CNIO.Cni-T03G11.10							
N11.HOG0015331	OG0009930	n0			CBRI.L5515_016553			CNIO.Cni-npr-21							
N11.HOG0015332	OG0009934	n0			CBRI.L5515_016431			CNIO.Cnig_chr_X.g22602							
N11.HOG0015333	OG0009935	n0			CBRI.L5515_005786			CNIO.Cnig_chr_V.g16448, CNIO.Cnig_chr_V.g16449, CNIO.Cnig_chr_V.g16471							
N11.HOG0015334	OG0009936	n3			CBRI.L5515_005788			CNIO.Cnig_chr_V.g16446, CNIO.Cnig_chr_V.g16473							
N11.HOG0015335	OG0009936	n5			CBRI.L5515_005790			CNIO.Cnig_chr_V.g16457, CNIO.Cnig_chr_V.g16474							
N11.HOG0015336	OG0009937	n0			CBRI.L5515_005791			CNIO.Cnig_chr_V.g16456, CNIO.Cnig_chr_V.g16475							
N11.HOG0015337	OG0009938	n3			CBRI.L5515_006257			CNIO.Cnig_chr_V.g17094							
N11.HOG0015338	OG0009938	n5			CBRI.L5515_005900			CNIO.Cnig_chr_V.g16627							
N11.HOG0015339	OG0009939	n0			CBRI.L5515_005970			CNIO.Cni-F41E6.7							
N11.HOG0015340	OG0009940	n0			CBRI.L5515_006106			CNIO.Cnig_chr_V.g16925							
N11.HOG0015341	OG0009941	n5			CBRI.L5515_006324			CNIO.Cnig_chr_V.g17185							
N11.HOG0015342	OG0009941	n6			CBRI.L5515_006323			CNIO.Cni-knl-3							
N11.HOG0015343	OG0009942	n0			CBRI.L5515_006487			CNIO.Cnig_chr_V.g17409, CNIO.Cnig_chr_X.g22659, CNIO.Cnig_chr_X.g22660, CNIO.Cnig_chr_X.g22661, CNIO.Cnig_chr_X.g22662, CNIO.nigoni.pc_2016.07.11_009.g27300, CNIO.nigoni.pc_2016.07.11_009.g27301							
N11.HOG0015344	OG0009943	n0			CBRI.L5515_006777, CBRI.L5515_006793			CNIO.Cnig_chr_V.g17858							
N11.HOG0015345	OG0009944	n2			CBRI.L5515_006863			CNIO.Cnig_chr_V.g17968							
N11.HOG0015346	OG0009944	n3			CBRI.L5515_009517			CNIO.Cnig_chr_V.g21467, CNIO.Cnig_chr_V.g21468, CNIO.Cnig_chr_V.g21469, CNIO.Cnig_chr_V.g21470							
N11.HOG0015347	OG0009945	n1			CBRI.L5515_007226			CNIO.Cnig_chr_V.g18457							
N11.HOG0015348	OG0009945	n4			CBRI.L5515_007224			CNIO.Cnig_chr_V.g18454							
N11.HOG0015349	OG0009946	n0			CBRI.L5515_007244			CNIO.Cnig_chr_V.g18476							
N11.HOG0015350	OG0009947	n0			CBRI.L5515_007258			CNIO.Cni-C24B9.3							
N11.HOG0015351	OG0009948	n0			CBRI.L5515_007488			CNIO.Cni-C15C8.7							
N11.HOG0015352	OG0009949	n0			CBRI.L5515_007542			CNIO.Cni-grl-23							
N11.HOG0015353	OG0009950	n0			CBRI.L5515_007663			CNIO.Cni-C13C4.7							
N11.HOG0015354	OG0009951	n0			CBRI.L5515_007833			CNIO.Cni-T02E9.6							
N11.HOG0015355	OG0009952	n1			CBRI.L5515_007956			CNIO.Cni-F32D8.2							
N11.HOG0015356	OG0009952	n4			CBRI.L5515_008019			CNIO.Cni-F32G8.2							
N11.HOG0015357	OG0009953	n0			CBRI.L5515_008499			CNIO.Cni-F27B10.1							
N11.HOG0015358	OG0009954	n0			CBRI.L5515_008680			CNIO.Cni-K06A4.2							
N11.HOG0015359	OG0009955	n0			CBRI.L5515_008840			CNIO.Cni-C01G10.7							
N11.HOG0015360	OG0009956	n0			CBRI.L5515_009065			CNIO.Cni-atfs-1, CNIO.Cnig_chr_V.g20712							
N11.HOG0015361	OG0009957	n1						CNIO.Cnig_chr_II.g8124							
N11.HOG0015362	OG0009957	n3			CBRI.L5515_009080			CNIO.Cnig_chr_V.g20734, CNIO.Cnig_chr_V.g20735							
N11.HOG0015363	OG0009958	n0			CBRI.L5515_009158, CBRI.L5515_009159, CBRI.L5515_017322										
N11.HOG0015364	OG0009959	n1			CBRI.L5515_009180										
N11.HOG0015365	OG0009959	n3			CBRI.L5515_009179			CNIO.Cni-F36G9.7							
N11.HOG0015366	OG0009960	n0			CBRI.L5515_009376			CNIO.Cnig_chr_III.g11066, CNIO.Cnig_chr_V.g21124, CNIO.Cnig_chr_V.g21129, CNIO.Cnig_chr_V.g21130, CNIO.nigoni.pc_2016.07.11_033.g28755							
N11.HOG0015367	OG0009961	n0			CBRI.L5515_009511			CNIO.Cni-srw-87							
N11.HOG0015368	OG0009962	n4			CBRI.L5515_009634			CNIO.Cnig_chr_III.g8996, CNIO.Cnig_chr_X.g25300							
N11.HOG0015369	OG0009962	n6			CBRI.L5515_002524			CNIO.Cnig_chr_I.g3449							
N11.HOG0015370	OG0009963	n0			CBRI.L5515_009697			CNIO.Cnig_chr_V.g21700							
N11.HOG0015371	OG0009964	n0			CBRI.L5515_009740			CNIO.Cni-cutl-4							
N11.HOG0015372	OG0009965	n1			CBRI.L5515_009873			CNIO.Cnig_chr_V.g21977							
N11.HOG0015373	OG0009965	n4			CBRI.L5515_009872			CNIO.Cnig_chr_V.g21975							
N11.HOG0015374	OG0009965	n6			CBRI.L5515_009871										
N11.HOG0015375	OG0009966	n2			CBRI.L5515_009887			CNIO.Cnig_chr_V.g21993							
N11.HOG0015376	OG0009966	n4			CBRI.L5515_009886			CNIO.Cnig_chr_V.g21992							
N11.HOG0015377	OG0009967	n0			CBRI.L5515_009891			CNIO.Cni-Y38H6A.3							
N11.HOG0015378	OG0009968	n0			CBRI.L5515_009892			CNIO.Cni-K02E2.1							
N11.HOG0015379	OG0009969	n0			CBRI.L5515_009925			CNIO.Cni-F59A1.15							
N11.HOG0015380	OG0009970	n0			CBRI.L5515_010289			CNIO.Cnig_chr_IV.g12450, CNIO.Cnig_chr_IV.g12452, CNIO.Cnig_chr_IV.g12453							
N11.HOG0015381	OG0009971	n4						CNIO.Cnig_chr_IV.g12449							
N11.HOG0015382	OG0009971	n6						CNIO.Cnig_chr_IV.g12448							
N11.HOG0015383	OG0009972	n0			CBRI.L5515_010381			CNIO.Cnig_chr_IV.g12603, CNIO.Cnig_chr_X.g23315							
