HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N4.HOG0010361	OG0010793	n0				HMAN.evm.TU.Chr13.385			PCOS.g8079	SCAV.g5291, SCAV.g5304
N4.HOG0010362	OG0010794	n0				HMAN.evm.TU.Chr10.148			PCOS.g8881	SCAV.g8616
N4.HOG0010363	OG0010795	n0				HMAN.evm.TU.Chr4.432				
N4.HOG0010364	OG0010796	n0				HMAN.evm.TU.Chr1.643				
N4.HOG0010365	OG0010799	n0				HMAN.evm.TU.Chr3.311			PCOS.g5641	SCAV.g2956
N4.HOG0010366	OG0010800	n0				HMAN.evm.TU.Chr12.198			PCOS.g10577	SCAV.g7357
N4.HOG0010367	OG0010802	n0				HMAN.evm.TU.Chr1.786				SCAV.g10972
N4.HOG0010368	OG0010805	n0				HMAN.evm.TU.Chr1.470				SCAV.g10587
N4.HOG0010369	OG0010806	n0				HMAN.evm.TU.Chr1.699			PCOS.g7679	SCAV.g10790
N4.HOG0010370	OG0010807	n0				HMAN.evm.TU.Chr3.1328			PCOS.g5557	SCAV.g4663
N4.HOG0010371	OG0010808	n0							PCOS.g8708	
N4.HOG0010372	OG0010809	n0				HMAN.evm.TU.Chr1.936				SCAV.g10991
N4.HOG0010373	OG0010810	n0				HMAN.evm.TU.Chr2.528				
N4.HOG0010374	OG0010812	n0				HMAN.evm.TU.Chr1.344			PCOS.g7701	
N4.HOG0010375	OG0010813	n0				HMAN.evm.TU.Chr5.571				SCAV.g14142
N4.HOG0010376	OG0010815	n0				HMAN.evm.TU.Chr9.535			PCOS.g6890	SCAV.g6326
N4.HOG0010377	OG0010816	n0				HMAN.evm.TU.Chr10.21				SCAV.g8584
N4.HOG0010378	OG0010817	n0							PCOS.g2483	SCAV.g11283
N4.HOG0010379	OG0010820	n0				HMAN.evm.TU.Chr1.135, HMAN.evm.TU.Chr1.136			PCOS.g10188	SCAV.g10283
N4.HOG0010380	OG0010821	n0				HMAN.evm.TU.Chr7.262				SCAV.g8758
N4.HOG0010381	OG0010822	n0							PCOS.g11252	SCAV.g4374
N4.HOG0010382	OG0010823	n0							PCOS.g2025, PCOS.g2879	
N4.HOG0010383	OG0010824	n0				HMAN.evm.TU.Chr2.1110			PCOS.g11275, PCOS.g6472	SCAV.g3743
N4.HOG0010384	OG0010825	n0				HMAN.evm.TU.Chr2.945				SCAV.g8862
N4.HOG0010385	OG0010826	n0				HMAN.evm.TU.Chr1.234			PCOS.g7755	SCAV.g10348
N4.HOG0010386	OG0010827	n0				HMAN.evm.TU.Chr13.140				SCAV.g5416
N4.HOG0010387	OG0010828	n0				HMAN.evm.TU.Chr6.1183				SCAV.g15718
N4.HOG0010388	OG0010829	n0				HMAN.evm.TU.Chr6.853			PCOS.g195	SCAV.g15452
N4.HOG0010389	OG0010832	n0				HMAN.evm.TU.Chr8.599			PCOS.g3195	
N4.HOG0010390	OG0010834	n0				HMAN.evm.TU.Chr7.47			PCOS.g10675	SCAV.g6923
N4.HOG0010391	OG0010835	n0				HMAN.evm.TU.Chr7.919			PCOS.g9280	SCAV.g9850
N4.HOG0010392	OG0010836	n0				HMAN.evm.TU.Chr1.599			PCOS.g7666	SCAV.g10691
N4.HOG0010393	OG0010837	n0							PCOS.g10112, PCOS.g1758, PCOS.g1946, PCOS.g1947, PCOS.g2108, PCOS.g254	
N4.HOG0010394	OG0010838	n0							PCOS.g2839, PCOS.g6007, PCOS.g8249, PCOS.g9217	
N4.HOG0010395	OG0010839	n0				HMAN.evm.TU.Chr9.551			PCOS.g6858	SCAV.g6305
N4.HOG0010396	OG0010840	n0								SCAV.g6390
N4.HOG0010397	OG0010841	n0				HMAN.evm.TU.Chr4.586				
N4.HOG0010398	OG0010843	n0				HMAN.evm.TU.Chr3.1205			PCOS.g5580	SCAV.g4154
N4.HOG0010399	OG0010844	n0				HMAN.evm.TU.Chr3.256				
N4.HOG0010400	OG0010845	n0				HMAN.evm.TU.Chr2.1365			PCOS.g11727	SCAV.g3858
N4.HOG0010401	OG0010846	n0				HMAN.evm.TU.Chr2.503				SCAV.g9152
N4.HOG0010402	OG0010847	n0				HMAN.evm.TU.Chr13.723			PCOS.g7941	SCAV.g8056
N4.HOG0010403	OG0010848	n0				HMAN.evm.TU.Chr11.499				SCAV.g5864
N4.HOG0010404	OG0010849	n0				HMAN.evm.TU.Chr10.528			PCOS.g8684	SCAV.g1026
N4.HOG0010405	OG0010850	n0				HMAN.evm.TU.Chr7.1119			PCOS.g12083	SCAV.g9794
N4.HOG0010406	OG0010851	n0				HMAN.evm.TU.Chr10.181, HMAN.evm.TU.Chr10.203, HMAN.evm.TU.Chr9.1021				SCAV.g8512
N4.HOG0010407	OG0010852	n0				HMAN.evm.TU.Chr3.42				SCAV.g2669
N4.HOG0010408	OG0010853	n0				HMAN.evm.TU.Chr7.642			PCOS.g12135	SCAV.g10100
N4.HOG0010409	OG0010855	n0							PCOS.g7535	SCAV.g10229
N4.HOG0010410	OG0010856	n0								SCAV.g11079, SCAV.g3884, SCAV.g7924, SCAV.g8147
N4.HOG0010411	OG0010857	n0				HMAN.evm.TU.Chr4.1105			PCOS.g4807, PCOS.g4811	SCAV.g12242
N4.HOG0010412	OG0010860	n0				HMAN.evm.TU.Chr4.1385				SCAV.g13163
N4.HOG0010413	OG0010861	n0				HMAN.evm.TU.Chr1.1134			PCOS.g9881	
N4.HOG0010414	OG0010862	n0				HMAN.evm.TU.Chr4.917			PCOS.g11401	SCAV.g12463
N4.HOG0010415	OG0010863	n0				HMAN.evm.TU.Chr12.643				SCAV.g350
N4.HOG0010416	OG0010864	n0				HMAN.evm.TU.Chr8.885				SCAV.g1774
N4.HOG0010417	OG0010865	n0							PCOS.g3181	
N4.HOG0010418	OG0010866	n0				HMAN.evm.TU.Chr10.665			PCOS.g9043	SCAV.g2477
N4.HOG0010419	OG0010867	n0				HMAN.evm.TU.Chr3.1655			PCOS.g6290	SCAV.g4941
N4.HOG0010420	OG0010868	n0				HMAN.evm.TU.Chr5.273				SCAV.g14475
N4.HOG0010421	OG0010869	n0							PCOS.g4525	SCAV.g13326
N4.HOG0010422	OG0010870	n0				HMAN.evm.TU.Chr6.933, HMAN.evm.TU.Chr6.934			PCOS.g306	SCAV.g15372
N4.HOG0010423	OG0010871	n0				HMAN.evm.TU.Chr1.1226			PCOS.g9735	SCAV.g11741
N4.HOG0010424	OG0010873	n0				HMAN.evm.TU.Chr2.1036, HMAN.evm.TU.Chr2.1037				SCAV.g3635
N4.HOG0010425	OG0010874	n0				HMAN.evm.TU.Chr6.567				SCAV.g14959
N4.HOG0010426	OG0010875	n0				HMAN.evm.TU.Chr7.1101				SCAV.g8945
N4.HOG0010427	OG0010877	n0				HMAN.evm.TU.Chr13.847				SCAV.g8397
N4.HOG0010428	OG0010878	n0				HMAN.evm.TU.Chr1.1360			PCOS.g9913	SCAV.g11666
N4.HOG0010429	OG0010879	n0				HMAN.evm.TU.Chr3.1523			PCOS.g6183	SCAV.g4828
N4.HOG0010430	OG0010881	n0				HMAN.evm.TU.Chr2.1606			PCOS.g11511	SCAV.g3802
N4.HOG0010431	OG0010883	n0				HMAN.evm.TU.Chr13.313				SCAV.g7902
N4.HOG0010432	OG0010884	n0				HMAN.evm.TU.Chr3.1332			PCOS.g5561, PCOS.g5562	SCAV.g4671
N4.HOG0010433	OG0010885	n0				HMAN.evm.TU.Chr3.1039			PCOS.g12387	SCAV.g4350
N4.HOG0010434	OG0010886	n0							PCOS.g115	SCAV.g15567
N4.HOG0010435	OG0010887	n0				HMAN.evm.TU.Chr5.421			PCOS.g1730	SCAV.g14614
N4.HOG0010436	OG0010888	n0				HMAN.evm.TU.Chr4.551				SCAV.g11845
N4.HOG0010437	OG0010889	n0							PCOS.g1832, PCOS.g1833, PCOS.g1983, PCOS.g2005, PCOS.g8614	
N4.HOG0010438	OG0010890	n0				HMAN.evm.TU.Chr10.206				SCAV.g6116
N4.HOG0010439	OG0010891	n0				HMAN.evm.TU.Chr4.822			PCOS.g5047	SCAV.g12564
N4.HOG0010440	OG0010892	n0				HMAN.evm.TU.Chr5.942			PCOS.g1607	SCAV.g13837
N4.HOG0010441	OG0010893	n0				HMAN.evm.TU.Chr13.798				SCAV.g8361
N4.HOG0010442	OG0010894	n0							PCOS.g12808	SCAV.g12005
N4.HOG0010443	OG0010895	n0				HMAN.evm.TU.Chr9.16			PCOS.g6692	SCAV.g6850
N4.HOG0010444	OG0010896	n0				HMAN.evm.TU.Chr12.418				SCAV.g7180
N4.HOG0010445	OG0010897	n0				HMAN.evm.TU.Chr10.103				SCAV.g8659
N4.HOG0010446	OG0010898	n0							PCOS.g10064	SCAV.g11499
N4.HOG0010447	OG0010900	n0				HMAN.evm.TU.Chr9.433				SCAV.g6433
N4.HOG0010448	OG0010901	n0							PCOS.g856	SCAV.g15010
N4.HOG0010449	OG0010902	n0				HMAN.evm.TU.Chr3.797				SCAV.g3330
N4.HOG0010450	OG0010903	n0							PCOS.g1183	
N4.HOG0010451	OG0010905	n0				HMAN.evm.TU.Chr5.1229, HMAN.evm.TU.Chr5.1263				SCAV.g13528
N4.HOG0010452	OG0010906	n0				HMAN.evm.TU.Chr1.697				SCAV.g10788
N4.HOG0010453	OG0010907	n0								SCAV.g3796
N4.HOG0010454	OG0010908	n0				HMAN.evm.TU.Chr2.1051			PCOS.g11676	
N4.HOG0010455	OG0010909	n0							PCOS.g7077	
N4.HOG0010456	OG0010910	n0				HMAN.evm.TU.Chr1.834				SCAV.g11092
N4.HOG0010457	OG0010911	n0				HMAN.evm.TU.Chr3.639			PCOS.g5952	SCAV.g3183, SCAV.g3184
N4.HOG0010458	OG0010912	n1				HMAN.evm.TU.Chr8.834				SCAV.g1581
N4.HOG0010459	OG0010912	n3				HMAN.evm.TU.Chr6.756				SCAV.g15333
N4.HOG0010460	OG0010913	n0				HMAN.evm.TU.Chr3.678			PCOS.g5782	SCAV.g3210
N4.HOG0010461	OG0010914	n0							PCOS.g1960	SCAV.g14073
N4.HOG0010462	OG0010915	n0							PCOS.g4415	SCAV.g5155
N4.HOG0010463	OG0010916	n0				HMAN.evm.TU.Chr3.934			PCOS.g12282	SCAV.g4470
N4.HOG0010464	OG0010917	n0				HMAN.evm.TU.Chr9.261				
N4.HOG0010465	OG0010918	n0				HMAN.evm.TU.Chr6.16			PCOS.g1156	SCAV.g14802
N4.HOG0010466	OG0010919	n0				HMAN.evm.TU.Chr13.105			PCOS.g8427	SCAV.g5440
N4.HOG0010467	OG0010920	n0							PCOS.g10892	SCAV.g9695
N4.HOG0010468	OG0010921	n0				HMAN.evm.TU.Chr8.917				SCAV.g1799
N4.HOG0010469	OG0010922	n0				HMAN.evm.TU.Chr7.935			PCOS.g12154, PCOS.g4988	SCAV.g9865
N4.HOG0010470	OG0010923	n0							PCOS.g9933	
N4.HOG0010471	OG0010924	n0							PCOS.g8709	
N4.HOG0010472	OG0010925	n0							PCOS.g10201	
N4.HOG0010473	OG0010926	n0				HMAN.evm.TU.Chr11.6			PCOS.g4253	SCAV.g4969
N4.HOG0010474	OG0010927	n0								SCAV.g11269
N4.HOG0010475	OG0010929	n0							PCOS.g7824	SCAV.g10956
N4.HOG0010476	OG0010931	n0				HMAN.evm.TU.Chr9.452				SCAV.g6415
N4.HOG0010477	OG0010932	n0				HMAN.evm.TU.Chr2.1618				SCAV.g4051
N4.HOG0010478	OG0010934	n0				HMAN.evm.TU.Chr1.999				SCAV.g11193
N4.HOG0010479	OG0010935	n0				HMAN.evm.TU.Chr4.258				SCAV.g12905
N4.HOG0010480	OG0010936	n0				HMAN.evm.TU.Chr1.804			PCOS.g7863	SCAV.g11124
N4.HOG0010481	OG0010937	n0				HMAN.evm.TU.Chr4.1627				SCAV.g13346
N4.HOG0010482	OG0010938	n0				HMAN.evm.TU.Chr10.926				SCAV.g1365
N4.HOG0010483	OG0010939	n0							PCOS.g5300	
N4.HOG0010484	OG0010940	n0				HMAN.evm.TU.Chr3.114			PCOS.g6150	SCAV.g3129
N4.HOG0010485	OG0010941	n0				HMAN.evm.TU.Chr7.143				SCAV.g6961
N4.HOG0010486	OG0010942	n0								SCAV.g3645
N4.HOG0010487	OG0010944	n0				HMAN.evm.TU.Chr4.278				SCAV.g12959
N4.HOG0010488	OG0010945	n0				HMAN.evm.TU.Chr4.279			PCOS.g12924	SCAV.g12805
N4.HOG0010489	OG0010946	n0				HMAN.evm.TU.Chr13.523			PCOS.g7985	SCAV.g8273
N4.HOG0010490	OG0010947	n0				HMAN.evm.TU.Chr7.285			PCOS.g11780	SCAV.g684
N4.HOG0010491	OG0010948	n0				HMAN.evm.TU.Chr6.758			PCOS.g182	
N4.HOG0010492	OG0010949	n0				HMAN.evm.TU.Chr4.1187				SCAV.g12727
N4.HOG0010493	OG0010950	n0				HMAN.evm.TU.Chr5.1001			PCOS.g1786	
N4.HOG0010494	OG0010951	n0				HMAN.evm.TU.Chr9.15			PCOS.g6691	SCAV.g6851
N4.HOG0010495	OG0010952	n0				HMAN.evm.TU.Chr8.845			PCOS.g3245	SCAV.g1594
N4.HOG0010496	OG0010953	n0				HMAN.evm.TU.Chr5.790				SCAV.g13997
N4.HOG0010497	OG0010954	n0				HMAN.evm.TU.Chr6.461			PCOS.g791	SCAV.g15052
N4.HOG0010498	OG0010955	n0				HMAN.evm.TU.Chr3.802			PCOS.g12532	SCAV.g3335
N4.HOG0010499	OG0010956	n0							PCOS.g8748	
N4.HOG0010500	OG0010957	n0				HMAN.evm.TU.Chr9.608			PCOS.g6703	SCAV.g6256
N4.HOG0010501	OG0010958	n0				HMAN.evm.TU.Chr13.382			PCOS.g8108	SCAV.g7956
N4.HOG0010502	OG0010959	n0							PCOS.g10274	SCAV.g11187
N4.HOG0010503	OG0010960	n0				HMAN.evm.TU.Chr8.988			PCOS.g3104	SCAV.g2627
N4.HOG0010504	OG0010961	n0				HMAN.evm.TU.Chr3.935			PCOS.g12309	
N4.HOG0010505	OG0010962	n0				HMAN.evm.TU.Chr6.1066			PCOS.g95	SCAV.g15608
N4.HOG0010506	OG0010963	n0							PCOS.g8038	SCAV.g8199
N4.HOG0010507	OG0010964	n0				HMAN.evm.TU.Chr3.1273			PCOS.g6560	
N4.HOG0010508	OG0010965	n0				HMAN.evm.TU.Chr2.957				SCAV.g8859
N4.HOG0010509	OG0010966	n0				HMAN.evm.TU.Chr1.525			PCOS.g7314	SCAV.g10606
N4.HOG0010510	OG0010967	n0				HMAN.evm.TU.Chr1.1581				SCAV.g11472
N4.HOG0010511	OG0010968	n0				HMAN.evm.TU.Chr1.93			PCOS.g7219	SCAV.g10187
N4.HOG0010512	OG0010969	n0				HMAN.evm.TU.Chr13.116				SCAV.g5433
N4.HOG0010513	OG0010970	n0				HMAN.evm.TU.Chr6.235			PCOS.g1028	SCAV.g15252
N4.HOG0010514	OG0010971	n0				HMAN.evm.TU.Chr6.511			PCOS.g859	SCAV.g15000
N4.HOG0010515	OG0010972	n0				HMAN.evm.TU.Chr6.473			PCOS.g3716, PCOS.g834	
N4.HOG0010516	OG0010973	n0				HMAN.evm.TU.Chr1.808			PCOS.g7861	SCAV.g11121
N4.HOG0010517	OG0010974	n0				HMAN.evm.TU.Chr12.935				SCAV.g323
N4.HOG0010518	OG0010975	n0				HMAN.evm.TU.Chr3.1186				SCAV.g4177
N4.HOG0010519	OG0010976	n0				HMAN.evm.TU.Chr9.525				
N4.HOG0010520	OG0010977	n0				HMAN.evm.TU.Chr8.946				SCAV.g1829
N4.HOG0010521	OG0010978	n0							PCOS.g6715	SCAV.g6248
N4.HOG0010522	OG0010979	n0				HMAN.evm.TU.Chr1.1163				
N4.HOG0010523	OG0010980	n0				HMAN.evm.TU.Chr2.896			PCOS.g10881	SCAV.g8912
N4.HOG0010524	OG0010981	n0				HMAN.evm.TU.Chr4.1461				SCAV.g13213
N4.HOG0010525	OG0010982	n0				HMAN.evm.TU.Chr7.498			PCOS.g9633	SCAV.g477
N4.HOG0010526	OG0010983	n0				HMAN.evm.TU.Chr8.395			PCOS.g3853	
N4.HOG0010527	OG0010984	n0				HMAN.evm.TU.Chr2.595				SCAV.g9056
N4.HOG0010528	OG0010985	n0				HMAN.evm.TU.Chr3.548			PCOS.g5447	SCAV.g2743
N4.HOG0010529	OG0010986	n0							PCOS.g3370	SCAV.g1769
N4.HOG0010530	OG0010987	n0				HMAN.evm.TU.Chr4.147, HMAN.evm.TU.Chr4.148				SCAV.g12817
N4.HOG0010531	OG0010988	n0				HMAN.evm.TU.Chr2.447			PCOS.g10748	SCAV.g9211
N4.HOG0010532	OG0010989	n0				HMAN.evm.TU.Chr4.292			PCOS.g12625	SCAV.g12948
N4.HOG0010533	OG0010990	n0				HMAN.evm.TU.Chr1.667			PCOS.g7470	SCAV.g10740
N4.HOG0010534	OG0010991	n0				HMAN.evm.TU.Chr9.580			PCOS.g6821	SCAV.g6273
N4.HOG0010535	OG0010993	n0							PCOS.g12333	
N4.HOG0010536	OG0010994	n0				HMAN.evm.TU.Chr13.78				SCAV.g5465
N4.HOG0010537	OG0010995	n0				HMAN.evm.TU.Chr4.1077				SCAV.g12283
N4.HOG0010538	OG0010996	n0								SCAV.g463
N4.HOG0010539	OG0010997	n0							PCOS.g1279	
N4.HOG0010540	OG0010999	n0				HMAN.evm.TU.Chr2.1647				
N4.HOG0010541	OG0011000	n0				HMAN.evm.TU.Chr1.585			PCOS.g7415	SCAV.g10712
N4.HOG0010542	OG0011001	n0				HMAN.evm.TU.Chr5.573			PCOS.g1395	SCAV.g14139
N4.HOG0010543	OG0011002	n0				HMAN.evm.TU.Chr2.1429			PCOS.g11327	SCAV.g4534
N4.HOG0010544	OG0011003	n0				HMAN.evm.TU.Chr7.561				SCAV.g378
N4.HOG0010545	OG0011004	n0				HMAN.evm.TU.Chr11.538			PCOS.g4268	SCAV.g5902
N4.HOG0010546	OG0011005	n0							PCOS.g1952	SCAV.g14175
N4.HOG0010547	OG0011006	n0				HMAN.evm.TU.Chr1.1235			PCOS.g9733	SCAV.g11737
N4.HOG0010548	OG0011007	n0				HMAN.evm.TU.Chr9.204				SCAV.g6815
N4.HOG0010549	OG0011008	n0				HMAN.evm.TU.Chr2.1065			PCOS.g11240	SCAV.g3786
N4.HOG0010550	OG0011009	n0				HMAN.evm.TU.Chr3.379			PCOS.g5713	SCAV.g2891
N4.HOG0010551	OG0011010	n0				HMAN.evm.TU.Chr6.1114, HMAN.evm.TU.Chr6.1160				SCAV.g15645
N4.HOG0010552	OG0011011	n0				HMAN.evm.TU.Chr8.979				
N4.HOG0010553	OG0011012	n0								SCAV.g15412
N4.HOG0010554	OG0011013	n0							PCOS.g7410	SCAV.g10666, SCAV.g4107
N4.HOG0010555	OG0011014	n0				HMAN.evm.TU.Chr2.904				SCAV.g8904
N4.HOG0010556	OG0011015	n0							PCOS.g7165	
N4.HOG0010557	OG0011016	n0							PCOS.g8221	
N4.HOG0010558	OG0011017	n0							PCOS.g10865	
N4.HOG0010559	OG0011018	n0							PCOS.g2736	SCAV.g2192
N4.HOG0010560	OG0011019	n0				HMAN.evm.TU.Chr11.153, HMAN.evm.TU.Chr11.295			PCOS.g4103	SCAV.g5233
N4.HOG0010561	OG0011020	n0				HMAN.evm.TU.Chr5.50				SCAV.g14242
N4.HOG0010562	OG0011021	n0				HMAN.evm.TU.Chr10.39				SCAV.g8600
N4.HOG0010563	OG0011022	n0				HMAN.evm.TU.Chr8.971			PCOS.g3442	SCAV.g1857
N4.HOG0010564	OG0011023	n0				HMAN.evm.TU.Chr12.620				
N4.HOG0010565	OG0011024	n0				HMAN.evm.TU.Chr5.373				SCAV.g14587
N4.HOG0010566	OG0011025	n0							PCOS.g1292	SCAV.g13502
N4.HOG0010567	OG0011026	n0				HMAN.evm.TU.Chr3.301			PCOS.g5727	SCAV.g2968
N4.HOG0010568	OG0011027	n0				HMAN.evm.TU.Chr8.548			PCOS.g2522	SCAV.g2055
N4.HOG0010569	OG0011028	n0							PCOS.g6274	SCAV.g4952
N4.HOG0010570	OG0011029	n0							PCOS.g9823	SCAV.g11297
N4.HOG0010571	OG0011030	n0				HMAN.evm.TU.Chr3.502				SCAV.g2801
N4.HOG0010572	OG0011031	n0				HMAN.evm.TU.Chr4.265			PCOS.g12712	SCAV.g12898
N4.HOG0010573	OG0011032	n0				HMAN.evm.TU.Chr7.643				SCAV.g10057
N4.HOG0010574	OG0011033	n0				HMAN.evm.TU.Chr3.957				SCAV.g4437
N4.HOG0010575	OG0011034	n0				HMAN.evm.TU.Chr11.138			PCOS.g4004	SCAV.g5083
N4.HOG0010576	OG0011035	n0				HMAN.evm.TU.Chr2.343				
N4.HOG0010577	OG0011036	n0				HMAN.evm.TU.Chr8.544				SCAV.g2061
N4.HOG0010578	OG0011037	n0				HMAN.evm.TU.Chr7.985				SCAV.g9035
N4.HOG0010579	OG0011038	n0								SCAV.g6069, SCAV.g6096, SCAV.g6097, SCAV.g6106, SCAV.g6107, SCAV.g6135
N4.HOG0010580	OG0011039	n0				HMAN.evm.TU.Chr12.663				SCAV.g11967, SCAV.g52
N4.HOG0010581	OG0011040	n0							PCOS.g8352	
N4.HOG0010582	OG0011043	n0				HMAN.evm.TU.Chr11.338				SCAV.g15484
N4.HOG0010583	OG0011044	n0				HMAN.evm.TU.Chr5.621			PCOS.g2115	
N4.HOG0010584	OG0011046	n0				HMAN.evm.TU.Chr2.1565			PCOS.g11714	
N4.HOG0010585	OG0011047	n0								SCAV.g14172
N4.HOG0010586	OG0011048	n0				HMAN.evm.TU.Chr2.702				SCAV.g9571
N4.HOG0010587	OG0011049	n0				HMAN.evm.TU.Chr2.1353				SCAV.g3873
N4.HOG0010588	OG0011050	n0				HMAN.evm.TU.Chr4.1236			PCOS.g11759, PCOS.g9399	SCAV.g12759
N4.HOG0010589	OG0011051	n0				HMAN.evm.TU.Chr5.95			PCOS.g1721	SCAV.g14299
N4.HOG0010590	OG0011052	n0				HMAN.evm.TU.Chr10.720, HMAN.evm.TU.Chr6.363			PCOS.g9132	
N4.HOG0010591	OG0011053	n0							PCOS.g10689	
N4.HOG0010592	OG0011054	n0				HMAN.evm.TU.Chr3.449				SCAV.g2853
N4.HOG0010593	OG0011055	n0				HMAN.evm.TU.Chr9.281			PCOS.g6899	SCAV.g6604
N4.HOG0010594	OG0011056	n0				HMAN.evm.TU.Chr6.510			PCOS.g5400	
N4.HOG0010595	OG0011057	n0				HMAN.evm.TU.Chr1.363				SCAV.g10488
N4.HOG0010596	OG0011058	n0				HMAN.evm.TU.Chr9.570			PCOS.g6644	SCAV.g6284
N4.HOG0010597	OG0011059	n0				HMAN.evm.TU.Chr13.394, HMAN.evm.TU.Chr13.395, HMAN.evm.TU.Chr5.1016				SCAV.g7965
N4.HOG0010598	OG0011060	n0				HMAN.evm.TU.Chr7.383			PCOS.g9685	SCAV.g579
N4.HOG0010599	OG0011061	n0				HMAN.evm.TU.Chr8.768				SCAV.g2557
N4.HOG0010600	OG0011062	n0				HMAN.evm.TU.Chr3.1582				SCAV.g4869
N4.HOG0010601	OG0011063	n0				HMAN.evm.TU.Chr1.1414				
N4.HOG0010602	OG0011064	n0				HMAN.evm.TU.Chr6.569			PCOS.g705	SCAV.g14957
N4.HOG0010603	OG0011065	n0				HMAN.evm.TU.Chr4.1234				SCAV.g12757
N4.HOG0010604	OG0011066	n0							PCOS.g2893	
N4.HOG0010605	OG0011067	n0				HMAN.evm.TU.Chr4.1384			PCOS.g4622	SCAV.g13164
N4.HOG0010606	OG0011068	n0							PCOS.g4621	SCAV.g13165
N4.HOG0010607	OG0011069	n0				HMAN.evm.TU.Chr12.1				SCAV.g7491
N4.HOG0010608	OG0011070	n0								SCAV.g15340
N4.HOG0010609	OG0011072	n0				HMAN.evm.TU.Chr10.291				SCAV.g785
N4.HOG0010610	OG0011073	n0				HMAN.evm.TU.Chr8.1168				SCAV.g1765
N4.HOG0010611	OG0011075	n0				HMAN.evm.TU.Chr3.437				SCAV.g2849
N4.HOG0010612	OG0011076	n0				HMAN.evm.TU.Chr3.1446			PCOS.g6305	SCAV.g4747, SCAV.g4759
N4.HOG0010613	OG0011077	n0							PCOS.g8033	SCAV.g8205
N4.HOG0010614	OG0011078	n0							PCOS.g1763	SCAV.g13973
N4.HOG0010615	OG0011079	n0				HMAN.evm.TU.Chr2.897				SCAV.g8911
N4.HOG0010616	OG0011080	n0				HMAN.evm.TU.Chr1.1135			PCOS.g9809	SCAV.g11330
N4.HOG0010617	OG0011082	n0								SCAV.g7559
N4.HOG0010618	OG0011083	n0				HMAN.evm.TU.Chr13.247, HMAN.evm.TU.Chr13.628				SCAV.g5337
N4.HOG0010619	OG0011084	n0				HMAN.evm.TU.Chr6.930				SCAV.g15375
N4.HOG0010620	OG0011085	n0				HMAN.evm.TU.Chr1.345				SCAV.g10439
N4.HOG0010621	OG0011086	n0				HMAN.evm.TU.Chr9.24			PCOS.g7061	
N4.HOG0010622	OG0011087	n0							PCOS.g11519	
N4.HOG0010623	OG0011088	n0				HMAN.evm.TU.Chr11.541				SCAV.g5905
N4.HOG0010624	OG0011089	n0				HMAN.evm.TU.Chr1.746			PCOS.g7834	SCAV.g10925
N4.HOG0010625	OG0011090	n0				HMAN.evm.TU.Chr4.1180				SCAV.g12714
N4.HOG0010626	OG0011091	n0				HMAN.evm.TU.Chr2.426			PCOS.g10756	SCAV.g9227
N4.HOG0010627	OG0011092	n0							PCOS.g3379	
N4.HOG0010628	OG0011093	n0				HMAN.evm.TU.Chr4.876			PCOS.g5100	SCAV.g12509
N4.HOG0010629	OG0011094	n0				HMAN.evm.TU.Chr7.205				SCAV.g9744
N4.HOG0010630	OG0011095	n0				HMAN.evm.TU.Chr1.43			PCOS.g7278	SCAV.g10131
N4.HOG0010631	OG0011096	n0				HMAN.evm.TU.Chr6.883				SCAV.g15417
N4.HOG0010632	OG0011097	n0				HMAN.evm.TU.Chr8.687				SCAV.g1908
N4.HOG0010633	OG0011098	n0				HMAN.evm.TU.Chr9.578			PCOS.g6819	SCAV.g6275
N4.HOG0010634	OG0011100	n0				HMAN.evm.TU.Chr1.1375			PCOS.g9930, PCOS.g9931, PCOS.g9932	SCAV.g11650
N4.HOG0010635	OG0011101	n0							PCOS.g12948	
N4.HOG0010636	OG0011102	n0				HMAN.evm.TU.Chr11.245			PCOS.g4110	SCAV.g5186
N4.HOG0010637	OG0011103	n0				HMAN.evm.TU.Chr5.380, HMAN.evm.TU.Chr5.381, HMAN.evm.TU.Chr5.382				SCAV.g14574, SCAV.g14576
N4.HOG0010638	OG0011104	n0				HMAN.evm.TU.Chr5.375, HMAN.evm.TU.Chr5.377, HMAN.evm.TU.Chr5.383, HMAN.evm.TU.Chr5.384				SCAV.g14573, SCAV.g14578
N4.HOG0010639	OG0011105	n0				HMAN.evm.TU.Chr2.1137			PCOS.g11565	SCAV.g3714
N4.HOG0010640	OG0011106	n0							PCOS.g4648	SCAV.g12190
N4.HOG0010641	OG0011107	n0				HMAN.evm.TU.Chr5.574			PCOS.g1397	SCAV.g14138
N4.HOG0010642	OG0011108	n0							PCOS.g5855	
N4.HOG0010643	OG0011109	n0				HMAN.evm.TU.Chr11.292			PCOS.g4072, PCOS.g4962	
N4.HOG0010644	OG0011110	n0							PCOS.g142	SCAV.g15576
N4.HOG0010645	OG0011111	n0							PCOS.g8158	SCAV.g5336
N4.HOG0010646	OG0011112	n0				HMAN.evm.TU.Chr1.1098				SCAV.g11290
N4.HOG0010647	OG0011113	n0				HMAN.evm.TU.Chr13.224				SCAV.g5346
N4.HOG0010648	OG0011114	n0				HMAN.evm.TU.Chr4.1503			PCOS.g4775	
N4.HOG0010649	OG0011115	n0							PCOS.g6667	SCAV.g6694
N4.HOG0010650	OG0011116	n0							PCOS.g1790	
