HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N5.HOG0018985	OG0012047	n0			EAND.evm.TU.Chr11.104			NNAJ.FUN_030022		
N5.HOG0018986	OG0012048	n0			EAND.evm.TU.Chr11.159			NNAJ.FUN_030118		
N5.HOG0018987	OG0012049	n0			EAND.evm.TU.Chr11.242, EAND.evm.TU.Chr11.244			NNAJ.FUN_030269		
N5.HOG0018988	OG0012050	n0			EAND.evm.TU.Chr11.253, EAND.evm.TU.Chr11.254, EAND.evm.TU.Chr11.255, EAND.evm.TU.ctg4561.1			NNAJ.FUN_030281		
N5.HOG0018989	OG0012051	n0			EAND.evm.TU.Chr11.265			NNAJ.FUN_030294		
N5.HOG0018990	OG0012052	n0			EAND.evm.TU.Chr11.350, EAND.evm.TU.Chr11.351			NNAJ.FUN_030388		
N5.HOG0018991	OG0012053	n0			EAND.evm.TU.Chr11.430			NNAJ.FUN_030527		
N5.HOG0018992	OG0012054	n0			EAND.evm.TU.Chr11.643			NNAJ.FUN_030885		
N5.HOG0018993	OG0012055	n1			EAND.evm.TU.Chr11.1016			NNAJ.FUN_028490		
N5.HOG0018994	OG0012055	n3			EAND.evm.TU.Chr11.1017			NNAJ.FUN_028491		
N5.HOG0018995	OG0012056	n0			EAND.evm.TU.Chr11.1060			NNAJ.FUN_028573		
N5.HOG0018996	OG0012057	n0			EAND.evm.TU.Chr11.1125, EAND.evm.TU.Chr11.1126			NNAJ.FUN_028672		
N5.HOG0018997	OG0012058	n0			EAND.evm.TU.Chr11.1345			NNAJ.FUN_012836, NNAJ.FUN_012837, NNAJ.FUN_025930, NNAJ.FUN_025936, NNAJ.FUN_041560		
N5.HOG0018998	OG0012059	n0			EAND.evm.TU.ctg1104.7			NNAJ.FUN_038446		
N5.HOG0018999	OG0012060	n0			EAND.evm.TU.ctg1167.5			NNAJ.FUN_000269		
N5.HOG0019000	OG0012061	n0			EAND.evm.TU.ctg1589.3, EAND.evm.TU.ctg1589.4, EAND.evm.TU.ctg5146.1			NNAJ.FUN_008301, NNAJ.FUN_008329, NNAJ.FUN_034002		
N5.HOG0019001	OG0012062	n0			EAND.evm.TU.ctg1636.1, EAND.evm.TU.ctg2323.1, EAND.evm.TU.ctg4543.1, EAND.evm.TU.ctg4742.1, EAND.evm.TU.ctg5045.1, EAND.evm.TU.ctg5092.1					
N5.HOG0019002	OG0012063	n0			EAND.evm.TU.ctg1678.2			NNAJ.FUN_008267, NNAJ.FUN_008269, NNAJ.FUN_008272, NNAJ.FUN_008273, NNAJ.FUN_008302		
N5.HOG0019003	OG0012064	n0			EAND.evm.TU.ctg2062.5			NNAJ.FUN_019425		
N5.HOG0019004	OG0012065	n0			EAND.evm.TU.ctg241.7			NNAJ.FUN_034418		
N5.HOG0019005	OG0012066	n0			EAND.evm.TU.ctg2764.1, EAND.evm.TU.ctg4147.1			NNAJ.FUN_030714		
N5.HOG0019006	OG0012067	n0			EAND.evm.TU.ctg3258.2			NNAJ.FUN_001297, NNAJ.FUN_001298, NNAJ.FUN_001299, NNAJ.FUN_001300		
N5.HOG0019007	OG0012068	n0			EAND.evm.TU.ctg4289.1			NNAJ.FUN_012368, NNAJ.FUN_035609, NNAJ.FUN_039839, NNAJ.FUN_040616, NNAJ.FUN_044374		
N5.HOG0019008	OG0012070	n0						NNAJ.FUN_020731, NNAJ.FUN_034532		
N5.HOG0019009	OG0012073	n0						NNAJ.FUN_025362		
N5.HOG0019010	OG0012074	n0						NNAJ.FUN_009795		
N5.HOG0019011	OG0012078	n0						NNAJ.FUN_019216		
N5.HOG0019012	OG0012082	n0						NNAJ.FUN_000349, NNAJ.FUN_000350, NNAJ.FUN_000351		
N5.HOG0019013	OG0012092	n0						NNAJ.FUN_025690		
N5.HOG0019014	OG0012096	n0						NNAJ.FUN_017766, NNAJ.FUN_017768, NNAJ.FUN_017769, NNAJ.FUN_017770, NNAJ.FUN_035985		
N5.HOG0019015	OG0012100	n0						NNAJ.FUN_001187, NNAJ.FUN_022761		
N5.HOG0019016	OG0012104	n0						NNAJ.FUN_000115, NNAJ.FUN_005626, NNAJ.FUN_024056, NNAJ.FUN_025060, NNAJ.FUN_035583, NNAJ.FUN_038761		
N5.HOG0019017	OG0012105	n0						NNAJ.FUN_002033, NNAJ.FUN_009887, NNAJ.FUN_010090, NNAJ.FUN_011033, NNAJ.FUN_011877, NNAJ.FUN_038421		
N5.HOG0019018	OG0012106	n0						NNAJ.FUN_005778, NNAJ.FUN_005779, NNAJ.FUN_005780, NNAJ.FUN_005781, NNAJ.FUN_005840, NNAJ.FUN_045894		
N5.HOG0019019	OG0012107	n0						NNAJ.FUN_009809, NNAJ.FUN_009812, NNAJ.FUN_009815, NNAJ.FUN_019034, NNAJ.FUN_035444, NNAJ.FUN_044482		
N5.HOG0019020	OG0012108	n0						NNAJ.FUN_031743, NNAJ.FUN_031772, NNAJ.FUN_031773, NNAJ.FUN_031774, NNAJ.FUN_031775, NNAJ.FUN_031776		
N5.HOG0019021	OG0012109	n0						NNAJ.FUN_035631, NNAJ.FUN_036408, NNAJ.FUN_046077, NNAJ.FUN_046078		
N5.HOG0019022	OG0012110	n0						NNAJ.FUN_037192, NNAJ.FUN_037193, NNAJ.FUN_041938, NNAJ.FUN_041939, NNAJ.FUN_041940		
N5.HOG0019023	OG0012111	n0						NNAJ.FUN_044385, NNAJ.FUN_044399, NNAJ.FUN_044407, NNAJ.FUN_044412, NNAJ.FUN_044422, NNAJ.FUN_044435		
N5.HOG0019024	OG0012117	n0			EAND.evm.TU.ctg3743.1					
N5.HOG0019025	OG0012118	n0						NNAJ.FUN_041226		
N5.HOG0019026	OG0012119	n0			EAND.evm.TU.Chr03.2518, EAND.evm.TU.Chr10.1248			NNAJ.FUN_027564, NNAJ.FUN_041447		
N5.HOG0019027	OG0012120	n1			EAND.evm.TU.Chr09.94			NNAJ.FUN_031406		
N5.HOG0019028	OG0012120	n3			EAND.evm.TU.Chr03.1725					
N5.HOG0019029	OG0012121	n0			EAND.evm.TU.Chr06.2125, EAND.evm.TU.Chr06.2126, EAND.evm.TU.Chr06.2127, EAND.evm.TU.Chr06.2301			NNAJ.FUN_044216		
N5.HOG0019030	OG0012122	n0			EAND.evm.TU.Chr07.1800			NNAJ.FUN_015547		
N5.HOG0019031	OG0012123	n1			EAND.evm.TU.Chr04.2601			NNAJ.FUN_010644, NNAJ.FUN_020182		
N5.HOG0019032	OG0012123	n3			EAND.evm.TU.Chr08.357			NNAJ.FUN_038237		
N5.HOG0019033	OG0012124	n0			EAND.evm.TU.Chr01.1787			NNAJ.FUN_003122		
N5.HOG0019034	OG0012125	n0			EAND.evm.TU.Chr10.988			NNAJ.FUN_026676		
N5.HOG0019035	OG0012127	n0			EAND.evm.TU.Chr02.1650					
N5.HOG0019036	OG0012128	n0			EAND.evm.TU.Chr02.483			NNAJ.FUN_036543		
N5.HOG0019037	OG0012129	n0						NNAJ.FUN_023488, NNAJ.FUN_033421		
N5.HOG0019038	OG0012130	n0			EAND.evm.TU.Chr07.255			NNAJ.FUN_023497, NNAJ.FUN_028303		
N5.HOG0019039	OG0012131	n0						NNAJ.FUN_041268		
N5.HOG0019040	OG0012132	n0						NNAJ.FUN_007040		
N5.HOG0019041	OG0012133	n0			EAND.evm.TU.Chr06.1923			NNAJ.FUN_004496, NNAJ.FUN_046921		
N5.HOG0019042	OG0012134	n0			EAND.evm.TU.Chr01.233			NNAJ.FUN_000602, NNAJ.FUN_000642		
N5.HOG0019043	OG0012135	n0						NNAJ.FUN_009488		
N5.HOG0019044	OG0012136	n0						NNAJ.FUN_042910		
N5.HOG0019045	OG0012138	n0			EAND.evm.TU.Chr08.508			NNAJ.FUN_032168		
N5.HOG0019046	OG0012139	n0			EAND.evm.TU.Chr02.11			NNAJ.FUN_034389		
N5.HOG0019047	OG0012140	n0			EAND.evm.TU.Chr01.3015, EAND.evm.TU.Chr01.3229			NNAJ.FUN_036834		
N5.HOG0019048	OG0012141	n0			EAND.evm.TU.Chr08.318			NNAJ.FUN_032490		
N5.HOG0019049	OG0012142	n0						NNAJ.FUN_042492		
N5.HOG0019050	OG0012144	n0			EAND.evm.TU.Chr01.2738					
N5.HOG0019051	OG0012145	n0			EAND.evm.TU.Chr07.1704			NNAJ.FUN_015367		
N5.HOG0019052	OG0012146	n0			EAND.evm.TU.Chr01.574			NNAJ.FUN_000877		
N5.HOG0019053	OG0012147	n0			EAND.evm.TU.Chr07.1696			NNAJ.FUN_015357		
N5.HOG0019054	OG0012148	n0						NNAJ.FUN_025268		
N5.HOG0019055	OG0012149	n0						NNAJ.FUN_037821		
N5.HOG0019056	OG0012151	n2						NNAJ.FUN_047246		
N5.HOG0019057	OG0012151	n3						NNAJ.FUN_029087		
N5.HOG0019058	OG0012152	n0			EAND.evm.TU.Chr03.2196					
N5.HOG0019059	OG0012153	n0						NNAJ.FUN_010035		
N5.HOG0019060	OG0012154	n0						NNAJ.FUN_017186, NNAJ.FUN_023935, NNAJ.FUN_028690		
N5.HOG0019061	OG0012155	n0			EAND.evm.TU.Chr02.1408			NNAJ.FUN_023934		
N5.HOG0019062	OG0012156	n0						NNAJ.FUN_046534		
N5.HOG0019063	OG0012157	n2			EAND.evm.TU.Chr06.2055			NNAJ.FUN_042636		
N5.HOG0019064	OG0012157	n3			EAND.evm.TU.Chr03.198			NNAJ.FUN_045143		
N5.HOG0019065	OG0012158	n0			EAND.evm.TU.Chr01.1703			NNAJ.FUN_002994		
N5.HOG0019066	OG0012159	n0			EAND.evm.TU.Chr07.1284			NNAJ.FUN_014634		
N5.HOG0019067	OG0012161	n0			EAND.evm.TU.ctg914.5			NNAJ.FUN_031802		
N5.HOG0019068	OG0012162	n2						NNAJ.FUN_000020		
N5.HOG0019069	OG0012162	n3						NNAJ.FUN_000018		
N5.HOG0019070	OG0012163	n0						NNAJ.FUN_037747		
N5.HOG0019071	OG0012164	n0			EAND.evm.TU.Chr04.2140			NNAJ.FUN_021008		
N5.HOG0019072	OG0012165	n0			EAND.evm.TU.Chr02.62			NNAJ.FUN_034319		
N5.HOG0019073	OG0012166	n0			EAND.evm.TU.Chr01.3576			NNAJ.FUN_025247		
N5.HOG0019074	OG0012167	n0			EAND.evm.TU.Chr04.2537			NNAJ.FUN_020276		
N5.HOG0019075	OG0012168	n0			EAND.evm.TU.Chr01.2167			NNAJ.FUN_003916		
N5.HOG0019076	OG0012169	n0						NNAJ.FUN_045752		
N5.HOG0019077	OG0012170	n0			EAND.evm.TU.Chr06.2041			NNAJ.FUN_002976, NNAJ.FUN_028179		
N5.HOG0019078	OG0012171	n0			EAND.evm.TU.Chr02.1190			NNAJ.FUN_037076		
N5.HOG0019079	OG0012172	n0			EAND.evm.TU.Chr08.1698			NNAJ.FUN_044958		
N5.HOG0019080	OG0012173	n0			EAND.evm.TU.Chr03.1141			NNAJ.FUN_008553		
N5.HOG0019081	OG0012174	n0			EAND.evm.TU.Chr07.2263			NNAJ.FUN_016272		
N5.HOG0019082	OG0012175	n0			EAND.evm.TU.Chr07.1185			NNAJ.FUN_014425		
N5.HOG0019083	OG0012176	n0			EAND.evm.TU.Chr03.956			NNAJ.FUN_031016		
N5.HOG0019084	OG0012177	n0			EAND.evm.TU.Chr07.966			NNAJ.FUN_014086		
N5.HOG0019085	OG0012178	n0			EAND.evm.TU.Chr04.1889			NNAJ.FUN_021458		
N5.HOG0019086	OG0012179	n0			EAND.evm.TU.Chr03.2106			NNAJ.FUN_010457		
N5.HOG0019087	OG0012180	n0			EAND.evm.TU.Chr03.1772			NNAJ.FUN_009855		
N5.HOG0019088	OG0012181	n0			EAND.evm.TU.Chr05.1119					
N5.HOG0019089	OG0012182	n0			EAND.evm.TU.Chr03.2317			NNAJ.FUN_018511		
N5.HOG0019090	OG0012183	n1						NNAJ.FUN_024457		
N5.HOG0019091	OG0012183	n3						NNAJ.FUN_031371		
N5.HOG0019092	OG0012184	n0						NNAJ.FUN_021761		
N5.HOG0019093	OG0012185	n0						NNAJ.FUN_013318		
N5.HOG0019094	OG0012187	n0						NNAJ.FUN_002185		
N5.HOG0019095	OG0012188	n0			EAND.evm.TU.Chr02.1137					
N5.HOG0019096	OG0012189	n0						NNAJ.FUN_017652, NNAJ.FUN_017696		
N5.HOG0019097	OG0012190	n0						NNAJ.FUN_007847		
N5.HOG0019098	OG0012191	n0			EAND.evm.TU.Chr02.1990			NNAJ.FUN_022910		
N5.HOG0019099	OG0012194	n0			EAND.evm.TU.Chr09.1583			NNAJ.FUN_016740		
N5.HOG0019100	OG0012195	n0			EAND.evm.TU.Chr09.1123			NNAJ.FUN_017498		
N5.HOG0019101	OG0012197	n0						NNAJ.FUN_034152		
N5.HOG0019102	OG0012198	n0			EAND.evm.TU.Chr09.1739			NNAJ.FUN_016513		
N5.HOG0019103	OG0012200	n0						NNAJ.FUN_011243		
N5.HOG0019104	OG0012202	n0			EAND.evm.TU.Chr06.562			NNAJ.FUN_041370		
N5.HOG0019105	OG0012203	n0			EAND.evm.TU.Chr08.1538, EAND.evm.TU.Chr08.655			NNAJ.FUN_018470		
N5.HOG0019106	OG0012206	n0			EAND.evm.TU.Chr07.408			NNAJ.FUN_012897		
N5.HOG0019107	OG0012207	n0			EAND.evm.TU.Chr03.2844			NNAJ.FUN_011825		
N5.HOG0019108	OG0012208	n0						NNAJ.FUN_040046		
N5.HOG0019109	OG0012209	n2						NNAJ.FUN_001141		
N5.HOG0019110	OG0012209	n3						NNAJ.FUN_001142		
N5.HOG0019111	OG0012211	n0			EAND.evm.TU.Chr07.1328			NNAJ.FUN_014703, NNAJ.FUN_024131		
N5.HOG0019112	OG0012212	n1						NNAJ.FUN_013211		
N5.HOG0019113	OG0012212	n2						NNAJ.FUN_008902, NNAJ.FUN_022740		
N5.HOG0019114	OG0012213	n0			EAND.evm.TU.Chr04.710			NNAJ.FUN_013429, NNAJ.FUN_034162		
N5.HOG0019115	OG0012214	n2			EAND.evm.TU.Chr05.1359			NNAJ.FUN_006298		
N5.HOG0019116	OG0012214	n3			EAND.evm.TU.Chr07.630			NNAJ.FUN_013428		
N5.HOG0019117	OG0012215	n0			EAND.evm.TU.Chr09.45, EAND.evm.TU.ctg2985.2			NNAJ.FUN_003930, NNAJ.FUN_019357		
N5.HOG0019118	OG0012218	n0			EAND.evm.TU.Chr09.310, EAND.evm.TU.ctg5939.1					
N5.HOG0019119	OG0012219	n2			EAND.evm.TU.Chr05.1219			NNAJ.FUN_006658		
N5.HOG0019120	OG0012219	n3			EAND.evm.TU.Chr05.559			NNAJ.FUN_008008		
N5.HOG0019121	OG0012220	n0			EAND.evm.TU.Chr08.970			NNAJ.FUN_033276		
N5.HOG0019122	OG0012221	n0			EAND.evm.TU.Chr10.1128			NNAJ.FUN_026451		
N5.HOG0019123	OG0012222	n1						NNAJ.FUN_045156		
N5.HOG0019124	OG0012222	n2						NNAJ.FUN_027132, NNAJ.FUN_044632		
N5.HOG0019125	OG0012223	n0			EAND.evm.TU.Chr03.685			NNAJ.FUN_044670		
N5.HOG0019126	OG0012224	n0			EAND.evm.TU.Chr02.1400			NNAJ.FUN_023954		
N5.HOG0019127	OG0012225	n0			EAND.evm.TU.Chr10.1388					
N5.HOG0019128	OG0012226	n0			EAND.evm.TU.Chr04.166					
N5.HOG0019129	OG0012227	n0			EAND.evm.TU.Chr03.2750			NNAJ.FUN_011654		
N5.HOG0019130	OG0012228	n0			EAND.evm.TU.Chr07.989			NNAJ.FUN_014117		
N5.HOG0019131	OG0012231	n0						NNAJ.FUN_013494		
N5.HOG0019132	OG0012232	n0			EAND.evm.TU.Chr11.1246, EAND.evm.TU.Chr11.31, EAND.evm.TU.Chr11.44			NNAJ.FUN_029936		
N5.HOG0019133	OG0012233	n0			EAND.evm.TU.Chr02.3317			NNAJ.FUN_039995		
N5.HOG0019134	OG0012234	n0			EAND.evm.TU.Chr04.1595, EAND.evm.TU.Chr04.1596			NNAJ.FUN_022023		
N5.HOG0019135	OG0012235	n0			EAND.evm.TU.Chr02.447			NNAJ.FUN_036499		
N5.HOG0019136	OG0012236	n0			EAND.evm.TU.Chr09.1648, EAND.evm.TU.ctg3995.2			NNAJ.FUN_016607, NNAJ.FUN_016608		
N5.HOG0019137	OG0012237	n0			EAND.evm.TU.ctg3995.1					
N5.HOG0019138	OG0012238	n0			EAND.evm.TU.Chr06.306, EAND.evm.TU.ctg4385.1			NNAJ.FUN_041821		
N5.HOG0019139	OG0012239	n0						NNAJ.FUN_004822, NNAJ.FUN_027497		
N5.HOG0019140	OG0012240	n0			EAND.evm.TU.Chr03.534			NNAJ.FUN_045822		
N5.HOG0019141	OG0012241	n0			EAND.evm.TU.Chr03.530					
N5.HOG0019142	OG0012243	n0			EAND.evm.TU.Chr03.1382			NNAJ.FUN_008994		
N5.HOG0019143	OG0012244	n0			EAND.evm.TU.Chr06.461, EAND.evm.TU.Chr06.462					
N5.HOG0019144	OG0012245	n0			EAND.evm.TU.Chr05.904			NNAJ.FUN_007235		
N5.HOG0019145	OG0012247	n0			EAND.evm.TU.Chr11.624			NNAJ.FUN_015050, NNAJ.FUN_030855		
N5.HOG0019146	OG0012248	n0			EAND.evm.TU.Chr01.3628			NNAJ.FUN_025321		
N5.HOG0019147	OG0012249	n0			EAND.evm.TU.Chr04.2448			NNAJ.FUN_020431		
N5.HOG0019148	OG0012250	n0			EAND.evm.TU.Chr05.1370			NNAJ.FUN_006280		
N5.HOG0019149	OG0012251	n0			EAND.evm.TU.Chr04.2659			NNAJ.FUN_020081		
N5.HOG0019150	OG0012253	n0			EAND.evm.TU.Chr07.943					
N5.HOG0019151	OG0012254	n0			EAND.evm.TU.Chr08.1739			NNAJ.FUN_046962		
N5.HOG0019152	OG0012256	n0			EAND.evm.TU.Chr02.781			NNAJ.FUN_037730, NNAJ.FUN_038732		
N5.HOG0019153	OG0012257	n2						NNAJ.FUN_040733		
N5.HOG0019154	OG0012257	n3						NNAJ.FUN_029501		
N5.HOG0019155	OG0012258	n0			EAND.evm.TU.Chr03.2117			NNAJ.FUN_010471		
N5.HOG0019156	OG0012259	n0			EAND.evm.TU.Chr07.570					
N5.HOG0019157	OG0012260	n0						NNAJ.FUN_040267, NNAJ.FUN_042138		
N5.HOG0019158	OG0012263	n0						NNAJ.FUN_031879		
N5.HOG0019159	OG0012264	n0			EAND.evm.TU.Chr07.547			NNAJ.FUN_013269		
N5.HOG0019160	OG0012265	n0			EAND.evm.TU.Chr01.172, EAND.evm.TU.Chr03.1657, EAND.evm.TU.Chr03.1865, EAND.evm.TU.Chr03.1866, EAND.evm.TU.Chr05.50					
N5.HOG0019161	OG0012266	n0						NNAJ.FUN_000024, NNAJ.FUN_011401, NNAJ.FUN_015447, NNAJ.FUN_035920		
N5.HOG0019162	OG0012267	n0			EAND.evm.TU.ctg4241.1			NNAJ.FUN_017333		
N5.HOG0019163	OG0012268	n0			EAND.evm.TU.Chr05.1475					
N5.HOG0019164	OG0012269	n0			EAND.evm.TU.Chr04.1397			NNAJ.FUN_022408		
N5.HOG0019165	OG0012270	n0						NNAJ.FUN_019289		
N5.HOG0019166	OG0012271	n0			EAND.evm.TU.Chr07.1655			NNAJ.FUN_015285, NNAJ.FUN_021524		
N5.HOG0019167	OG0012272	n0			EAND.evm.TU.Chr06.1346			NNAJ.FUN_042525		
N5.HOG0019168	OG0012273	n0			EAND.evm.TU.Chr04.1018			NNAJ.FUN_026869		
N5.HOG0019169	OG0012274	n0			EAND.evm.TU.Chr01.2879			NNAJ.FUN_024848		
N5.HOG0019170	OG0012275	n0						NNAJ.FUN_032578		
N5.HOG0019171	OG0012277	n0			EAND.evm.TU.Chr03.2085					
N5.HOG0019172	OG0012278	n0			EAND.evm.TU.Chr08.15			NNAJ.FUN_038453		
N5.HOG0019173	OG0012281	n0			EAND.evm.TU.Chr09.89			NNAJ.FUN_019304, NNAJ.FUN_019305		
N5.HOG0019174	OG0012282	n0						NNAJ.FUN_008970		
N5.HOG0019175	OG0012283	n0			EAND.evm.TU.Chr05.1729			NNAJ.FUN_005528		
N5.HOG0019176	OG0012284	n0			EAND.evm.TU.Chr01.1706			NNAJ.FUN_003001, NNAJ.FUN_003002		
N5.HOG0019177	OG0012285	n0			EAND.evm.TU.Chr02.2083					
N5.HOG0019178	OG0012287	n0			EAND.evm.TU.Chr06.695					
N5.HOG0019179	OG0012289	n0			EAND.evm.TU.Chr06.1462			NNAJ.FUN_043046, NNAJ.FUN_043047		
N5.HOG0019180	OG0012291	n0			EAND.evm.TU.Chr10.546			NNAJ.FUN_027303		
N5.HOG0019181	OG0012292	n0						NNAJ.FUN_037216		
N5.HOG0019182	OG0012294	n0			EAND.evm.TU.Chr03.1244			NNAJ.FUN_008864		
N5.HOG0019183	OG0012295	n0			EAND.evm.TU.Chr02.2727			NNAJ.FUN_038995		
N5.HOG0019184	OG0012297	n0			EAND.evm.TU.Chr01.3590			NNAJ.FUN_025263		
N5.HOG0019185	OG0012298	n0			EAND.evm.TU.Chr03.920			NNAJ.FUN_031060		
N5.HOG0019186	OG0012299	n2			EAND.evm.TU.Chr09.716			NNAJ.FUN_018272		
N5.HOG0019187	OG0012299	n3			EAND.evm.TU.Chr10.145			NNAJ.FUN_028084		
N5.HOG0019188	OG0012300	n0						NNAJ.FUN_013549, NNAJ.FUN_020676, NNAJ.FUN_045728		
N5.HOG0019189	OG0012301	n0			EAND.evm.TU.Chr07.689			NNAJ.FUN_013550		
N5.HOG0019190	OG0012302	n0			EAND.evm.TU.Chr05.599, EAND.evm.TU.Chr10.1647			NNAJ.FUN_025726		
N5.HOG0019191	OG0012303	n0			EAND.evm.TU.Chr08.680			NNAJ.FUN_031871		
N5.HOG0019192	OG0012304	n0			EAND.evm.TU.Chr10.366, EAND.evm.TU.ctg3779.1			NNAJ.FUN_027631		
N5.HOG0019193	OG0012306	n0			EAND.evm.TU.Chr10.105			NNAJ.FUN_027900		
N5.HOG0019194	OG0012307	n0			EAND.evm.TU.Chr01.9			NNAJ.FUN_000009		
N5.HOG0019195	OG0012308	n0						NNAJ.FUN_039213		
N5.HOG0019196	OG0012309	n0			EAND.evm.TU.Chr08.1053			NNAJ.FUN_045955		
N5.HOG0019197	OG0012310	n0			EAND.evm.TU.Chr02.1675			NNAJ.FUN_023451		
N5.HOG0019198	OG0012311	n0			EAND.evm.TU.Chr11.404			NNAJ.FUN_030486		
N5.HOG0019199	OG0012313	n0			EAND.evm.TU.Chr08.1915			NNAJ.FUN_047423		
N5.HOG0019200	OG0012314	n0			EAND.evm.TU.Chr05.145			NNAJ.FUN_007465		
N5.HOG0019201	OG0012315	n0			EAND.evm.TU.Chr06.40			NNAJ.FUN_042338		
N5.HOG0019202	OG0012316	n0			EAND.evm.TU.Chr08.1387			NNAJ.FUN_046474		
N5.HOG0019203	OG0012319	n0			EAND.evm.TU.Chr09.1591, EAND.evm.TU.ctg3913.1			NNAJ.FUN_016726		
N5.HOG0019204	OG0012321	n0						NNAJ.FUN_004205		
N5.HOG0019205	OG0012322	n0			EAND.evm.TU.Chr06.2245					
N5.HOG0019206	OG0012323	n0			EAND.evm.TU.Chr03.1518			NNAJ.FUN_009362, NNAJ.FUN_009363		
N5.HOG0019207	OG0012324	n0			EAND.evm.TU.Chr03.469			NNAJ.FUN_045930		
N5.HOG0019208	OG0012325	n0			EAND.evm.TU.Chr03.3099			NNAJ.FUN_012315		
N5.HOG0019209	OG0012326	n0			EAND.evm.TU.Chr07.681			NNAJ.FUN_013534		
N5.HOG0019210	OG0012327	n0			EAND.evm.TU.Chr04.2969			NNAJ.FUN_019634		
N5.HOG0019211	OG0012328	n0						NNAJ.FUN_040949		
N5.HOG0019212	OG0012329	n0						NNAJ.FUN_003279		
N5.HOG0019213	OG0012330	n0						NNAJ.FUN_028945		
N5.HOG0019214	OG0012331	n0			EAND.evm.TU.Chr04.331			NNAJ.FUN_034910		
N5.HOG0019215	OG0012332	n0			EAND.evm.TU.Chr02.2514			NNAJ.FUN_038659		
N5.HOG0019216	OG0012333	n0			EAND.evm.TU.Chr09.1035			NNAJ.FUN_017649		
N5.HOG0019217	OG0012334	n0			EAND.evm.TU.Chr01.910			NNAJ.FUN_001561		
N5.HOG0019218	OG0012335	n0			EAND.evm.TU.Chr03.1927			NNAJ.FUN_010157		
N5.HOG0019219	OG0012336	n0						NNAJ.FUN_021083		
N5.HOG0019220	OG0012337	n0			EAND.evm.TU.Chr08.1627, EAND.evm.TU.Chr08.1629, EAND.evm.TU.Chr08.1630			NNAJ.FUN_046798		
N5.HOG0019221	OG0012338	n0			EAND.evm.TU.Chr07.1490			NNAJ.FUN_014953		
N5.HOG0019222	OG0012341	n0			EAND.evm.TU.Chr01.2038					
N5.HOG0019223	OG0012342	n0			EAND.evm.TU.Chr01.2592			NNAJ.FUN_004706		
N5.HOG0019224	OG0012343	n0			EAND.evm.TU.Chr03.411, EAND.evm.TU.ctg4036.1			NNAJ.FUN_045393		
N5.HOG0019225	OG0012345	n0						NNAJ.FUN_003574		
N5.HOG0019226	OG0012346	n0			EAND.evm.TU.Chr04.384			NNAJ.FUN_034809, NNAJ.FUN_034811		
N5.HOG0019227	OG0012347	n0						NNAJ.FUN_000392		
N5.HOG0019228	OG0012348	n0						NNAJ.FUN_013230		
N5.HOG0019229	OG0012350	n0			EAND.evm.TU.Chr01.1256			NNAJ.FUN_002141, NNAJ.FUN_046858		
N5.HOG0019230	OG0012351	n0			EAND.evm.TU.Chr11.574			NNAJ.FUN_030777		
N5.HOG0019231	OG0012352	n0			EAND.evm.TU.Chr07.48			NNAJ.FUN_012683		
N5.HOG0019232	OG0012353	n0			EAND.evm.TU.Chr04.1043			NNAJ.FUN_033475		
N5.HOG0019233	OG0012356	n0						NNAJ.FUN_021050		
N5.HOG0019234	OG0012357	n0			EAND.evm.TU.Chr02.569			NNAJ.FUN_036151		
N5.HOG0019235	OG0012358	n0			EAND.evm.TU.ctg2467.1			NNAJ.FUN_037618		
N5.HOG0019236	OG0012359	n0			EAND.evm.TU.Chr09.1674			NNAJ.FUN_016582		
N5.HOG0019237	OG0012360	n0			EAND.evm.TU.Chr03.781			NNAJ.FUN_031327		
N5.HOG0019238	OG0012361	n0			EAND.evm.TU.Chr01.3249			NNAJ.FUN_024662		
N5.HOG0019239	OG0012362	n0			EAND.evm.TU.Chr01.1633			NNAJ.FUN_002874		
N5.HOG0019240	OG0012363	n0			EAND.evm.TU.Chr04.2118					
N5.HOG0019241	OG0012364	n0			EAND.evm.TU.Chr04.541			NNAJ.FUN_034604		
N5.HOG0019242	OG0012366	n0						NNAJ.FUN_017721, NNAJ.FUN_027344		
N5.HOG0019243	OG0012368	n0			EAND.evm.TU.Chr01.990			NNAJ.FUN_001697		
N5.HOG0019244	OG0012369	n0			EAND.evm.TU.Chr02.1729			NNAJ.FUN_023340		
N5.HOG0019245	OG0012371	n0			EAND.evm.TU.Chr02.1384			NNAJ.FUN_023984		
N5.HOG0019246	OG0012372	n0			EAND.evm.TU.Chr04.1014			NNAJ.FUN_033537		
N5.HOG0019247	OG0012373	n0			EAND.evm.TU.Chr01.2697					
N5.HOG0019248	OG0012374	n0			EAND.evm.TU.Chr04.2372			NNAJ.FUN_020567		
N5.HOG0019249	OG0012375	n0			EAND.evm.TU.Chr01.2812			NNAJ.FUN_036681		
N5.HOG0019250	OG0012376	n0			EAND.evm.TU.Chr05.1436			NNAJ.FUN_006154		
N5.HOG0019251	OG0012377	n0			EAND.evm.TU.Chr10.659			NNAJ.FUN_027214, NNAJ.FUN_027215		
N5.HOG0019252	OG0012378	n0			EAND.evm.TU.Chr01.986			NNAJ.FUN_001688		
N5.HOG0019253	OG0012379	n0			EAND.evm.TU.Chr09.684					
