HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N6.HOG0011115	OG0011384	n0				HMAN.evm.TU.Chr4.1165				SCAV.g12688
N6.HOG0011116	OG0011385	n0				HMAN.evm.TU.Chr12.306				
N6.HOG0011117	OG0011386	n0								SCAV.g11116
N6.HOG0011118	OG0011387	n0								SCAV.g11118
N6.HOG0011119	OG0011388	n0				HMAN.evm.TU.Chr1.67				SCAV.g10208
N6.HOG0011120	OG0011389	n0				HMAN.evm.TU.Chr6.1296				
N6.HOG0011121	OG0011390	n0				HMAN.evm.TU.Chr1.937				SCAV.g10990
N6.HOG0011122	OG0011391	n0				HMAN.evm.TU.Chr8.671				SCAV.g1926
N6.HOG0011123	OG0011392	n0				HMAN.evm.TU.Chr7.1096				
N6.HOG0011124	OG0011393	n0								SCAV.g3212
N6.HOG0011125	OG0011394	n0				HMAN.evm.TU.Chr5.845				SCAV.g13944
N6.HOG0011126	OG0011395	n0				HMAN.evm.TU.Chr6.963				SCAV.g15481
N6.HOG0011127	OG0011396	n0								SCAV.g12059
N6.HOG0011128	OG0011397	n0								SCAV.g12060
N6.HOG0011129	OG0011398	n0				HMAN.evm.TU.Chr13.366				SCAV.g7964
N6.HOG0011130	OG0011399	n0				HMAN.evm.TU.Chr8.797				SCAV.g2527
N6.HOG0011131	OG0011400	n0				HMAN.evm.TU.Chr5.475				SCAV.g14653
N6.HOG0011132	OG0011401	n0				HMAN.evm.TU.Chr11.619				SCAV.g5782
N6.HOG0011133	OG0011402	n0				HMAN.evm.TU.Chr11.90				SCAV.g5060
N6.HOG0011134	OG0011403	n0				HMAN.evm.TU.Chr1.144				SCAV.g10269
N6.HOG0011135	OG0011404	n0				HMAN.evm.TU.Chr1.1201				SCAV.g11389
N6.HOG0011136	OG0011405	n0				HMAN.evm.TU.Chr10.230				SCAV.g727
N6.HOG0011137	OG0011406	n0								SCAV.g6373
N6.HOG0011138	OG0011407	n0				HMAN.evm.TU.Chr5.127				SCAV.g14315
N6.HOG0011139	OG0011409	n0				HMAN.evm.TU.Chr7.921				SCAV.g9852
N6.HOG0011140	OG0011410	n0				HMAN.evm.TU.Chr3.219				SCAV.g3030
N6.HOG0011141	OG0011411	n0				HMAN.evm.TU.Chr4.50				SCAV.g12114
N6.HOG0011142	OG0011412	n0				HMAN.evm.TU.Chr7.114				SCAV.g6979
N6.HOG0011143	OG0011413	n0				HMAN.evm.TU.Chr4.370				
N6.HOG0011144	OG0011414	n0				HMAN.evm.TU.Chr12.629				
N6.HOG0011145	OG0011415	n0				HMAN.evm.TU.Chr7.36				SCAV.g6896
N6.HOG0011146	OG0011417	n0				HMAN.evm.TU.Chr4.904				SCAV.g12478
N6.HOG0011147	OG0011418	n0								SCAV.g8954
N6.HOG0011148	OG0011419	n0				HMAN.evm.TU.Chr8.758				
N6.HOG0011149	OG0011420	n0				HMAN.evm.TU.Chr3.764				SCAV.g3299
N6.HOG0011150	OG0011421	n0								SCAV.g14336
N6.HOG0011151	OG0011422	n0				HMAN.evm.TU.Chr5.162				SCAV.g14332
N6.HOG0011152	OG0011423	n0				HMAN.evm.TU.Chr1.1389				SCAV.g11638
N6.HOG0011153	OG0011424	n0								SCAV.g10128
N6.HOG0011154	OG0011425	n0				HMAN.evm.TU.Chr7.717				SCAV.g10075
N6.HOG0011155	OG0011426	n0								SCAV.g10073
N6.HOG0011156	OG0011427	n0								SCAV.g10449
N6.HOG0011157	OG0011428	n0				HMAN.evm.TU.Chr1.355				SCAV.g10448
N6.HOG0011158	OG0011429	n0				HMAN.evm.TU.Chr5.1443				SCAV.g13379
N6.HOG0011159	OG0011430	n0				HMAN.evm.TU.Chr5.1442				
N6.HOG0011160	OG0011432	n0				HMAN.evm.TU.Chr2.1404				SCAV.g4503
N6.HOG0011161	OG0011433	n0				HMAN.evm.TU.Chr5.900				SCAV.g13870
N6.HOG0011162	OG0011435	n0								SCAV.g12470
N6.HOG0011163	OG0011436	n0				HMAN.evm.TU.Chr4.911				SCAV.g12471
N6.HOG0011164	OG0011437	n0				HMAN.evm.TU.Chr4.962				SCAV.g12406
N6.HOG0011165	OG0011438	n0				HMAN.evm.TU.Chr4.771				
N6.HOG0011166	OG0011439	n0				HMAN.evm.TU.Chr12.295				SCAV.g7283
N6.HOG0011167	OG0011440	n0				HMAN.evm.TU.Chr9.771				SCAV.g6099, SCAV.g6100
N6.HOG0011168	OG0011441	n0				HMAN.evm.TU.Chr10.215				SCAV.g711
N6.HOG0011169	OG0011442	n0				HMAN.evm.TU.Chr13.748				SCAV.g8314
N6.HOG0011170	OG0011443	n0				HMAN.evm.TU.Chr13.747				
N6.HOG0011171	OG0011444	n0								SCAV.g5486
N6.HOG0011172	OG0011445	n0								SCAV.g12511
N6.HOG0011173	OG0011446	n0				HMAN.evm.TU.Chr5.304				SCAV.g14510
N6.HOG0011174	OG0011447	n0				HMAN.evm.TU.Chr5.715				
N6.HOG0011175	OG0011448	n0				HMAN.evm.TU.Chr5.588				
N6.HOG0011176	OG0011449	n0				HMAN.evm.TU.Chr6.701				SCAV.g10768
N6.HOG0011177	OG0011450	n0								SCAV.g6804
N6.HOG0011178	OG0011451	n0				HMAN.evm.TU.Chr7.351				SCAV.g614
N6.HOG0011179	OG0011453	n0				HMAN.evm.TU.Chr4.900				SCAV.g12485
N6.HOG0011180	OG0011454	n0								SCAV.g11248
N6.HOG0011181	OG0011455	n0				HMAN.evm.TU.Chr6.1310				
N6.HOG0011182	OG0011456	n0				HMAN.evm.TU.Chr7.408				SCAV.g553
N6.HOG0011183	OG0011457	n0				HMAN.evm.TU.Chr11.183				SCAV.g5122
N6.HOG0011184	OG0011458	n0				HMAN.evm.TU.Chr3.277				SCAV.g2991
N6.HOG0011185	OG0011459	n0				HMAN.evm.TU.Chr4.715				SCAV.g2391
N6.HOG0011186	OG0011460	n0				HMAN.evm.TU.Chr3.1221				SCAV.g4176
N6.HOG0011187	OG0011461	n0				HMAN.evm.TU.Chr13.784				SCAV.g8343
N6.HOG0011188	OG0011462	n0				HMAN.evm.TU.Chr3.984				SCAV.g4405
N6.HOG0011189	OG0011463	n0				HMAN.evm.TU.Chr1.868				SCAV.g11055
N6.HOG0011190	OG0011464	n0				HMAN.evm.TU.Chr6.340				SCAV.g15163
N6.HOG0011191	OG0011465	n0				HMAN.evm.TU.Chr12.38				
N6.HOG0011192	OG0011466	n0								SCAV.g2143
N6.HOG0011193	OG0011467	n0				HMAN.evm.TU.Chr6.499				SCAV.g15018
N6.HOG0011194	OG0011468	n0				HMAN.evm.TU.Chr4.760, HMAN.evm.TU.Chr4.766				
N6.HOG0011195	OG0011469	n0								SCAV.g2486
N6.HOG0011196	OG0011470	n0				HMAN.evm.TU.Chr10.313				SCAV.g812
N6.HOG0011197	OG0011471	n0				HMAN.evm.TU.Chr10.951				SCAV.g1358
N6.HOG0011198	OG0011472	n0				HMAN.evm.TU.Chr10.578				SCAV.g8610
N6.HOG0011199	OG0011473	n0								SCAV.g1071
N6.HOG0011200	OG0011474	n0				HMAN.evm.TU.Chr10.436				SCAV.g961
N6.HOG0011201	OG0011475	n0				HMAN.evm.TU.Chr5.66				SCAV.g14232
N6.HOG0011202	OG0011476	n0								SCAV.g807
N6.HOG0011203	OG0011477	n0								SCAV.g12897
N6.HOG0011204	OG0011478	n0				HMAN.evm.TU.Chr9.568				SCAV.g6288
N6.HOG0011205	OG0011479	n0				HMAN.evm.TU.Chr9.82				SCAV.g6687, SCAV.g6706
N6.HOG0011206	OG0011481	n0				HMAN.evm.TU.Chr9.774				SCAV.g6093
N6.HOG0011207	OG0011482	n0				HMAN.evm.TU.Chr9.427				SCAV.g6437
N6.HOG0011208	OG0011483	n0				HMAN.evm.TU.Chr9.1053				SCAV.g8534
N6.HOG0011209	OG0011484	n0				HMAN.evm.TU.Chr9.667				SCAV.g6216
N6.HOG0011210	OG0011485	n0				HMAN.evm.TU.Chr9.497				SCAV.g6356
N6.HOG0011211	OG0011488	n0				HMAN.evm.TU.Chr9.38				SCAV.g6820
N6.HOG0011212	OG0011489	n0				HMAN.evm.TU.Chr9.179				SCAV.g6749
N6.HOG0011213	OG0011490	n0				HMAN.evm.TU.Chr13.842				SCAV.g2715
N6.HOG0011214	OG0011491	n0				HMAN.evm.TU.Chr13.217, HMAN.evm.TU.Chr5.490				SCAV.g5355
N6.HOG0011215	OG0011492	n0				HMAN.evm.TU.Chr13.218				SCAV.g5354
N6.HOG0011216	OG0011493	n0				HMAN.evm.TU.Chr13.300				
N6.HOG0011217	OG0011494	n0								SCAV.g8249
N6.HOG0011218	OG0011495	n0				HMAN.evm.TU.Chr2.695				SCAV.g9575
N6.HOG0011219	OG0011496	n0								SCAV.g9718
N6.HOG0011220	OG0011497	n0				HMAN.evm.TU.Chr2.285				SCAV.g8777
N6.HOG0011221	OG0011498	n0								SCAV.g7164
N6.HOG0011222	OG0011499	n0				HMAN.evm.TU.Chr7.13				SCAV.g6877
N6.HOG0011223	OG0011500	n0								SCAV.g7210
N6.HOG0011224	OG0011501	n0				HMAN.evm.TU.Chr3.965				SCAV.g4426
N6.HOG0011225	OG0011502	n0				HMAN.evm.TU.Chr1.177				SCAV.g10315
N6.HOG0011226	OG0011504	n0				HMAN.evm.TU.Chr1.1130				SCAV.g11326
N6.HOG0011227	OG0011505	n0				HMAN.evm.TU.Chr11.488				SCAV.g5850
N6.HOG0011228	OG0011506	n0								SCAV.g5139
N6.HOG0011229	OG0011507	n0				HMAN.evm.TU.Chr11.267				SCAV.g5208
N6.HOG0011230	OG0011508	n0								SCAV.g5117
N6.HOG0011231	OG0011509	n0								SCAV.g5225
N6.HOG0011232	OG0011510	n0				HMAN.evm.TU.Chr11.411				SCAV.g5990
N6.HOG0011233	OG0011511	n0				HMAN.evm.TU.Chr11.926				SCAV.g7575
N6.HOG0011234	OG0011512	n0				HMAN.evm.TU.Chr11.991, HMAN.evm.TU.Chr11.992				SCAV.g7701
N6.HOG0011235	OG0011513	n0								SCAV.g7677
N6.HOG0011236	OG0011514	n0				HMAN.evm.TU.Chr11.294				SCAV.g5231
N6.HOG0011237	OG0011515	n0								SCAV.g8452
N6.HOG0011238	OG0011516	n0				HMAN.evm.TU.Chr11.1017				SCAV.g5540
N6.HOG0011239	OG0011517	n0								SCAV.g5035
N6.HOG0011240	OG0011518	n0								SCAV.g5547
N6.HOG0011241	OG0011519	n0				HMAN.evm.TU.Chr11.47				
N6.HOG0011242	OG0011520	n0				HMAN.evm.TU.Chr11.396				SCAV.g6002
N6.HOG0011243	OG0011521	n0				HMAN.evm.TU.Chr4.244				SCAV.g12915
N6.HOG0011244	OG0011522	n0								SCAV.g12856
N6.HOG0011245	OG0011523	n0				HMAN.evm.TU.Chr3.1084				
N6.HOG0011246	OG0011524	n0								SCAV.g3323
N6.HOG0011247	OG0011525	n0				HMAN.evm.TU.Chr7.430				SCAV.g535
N6.HOG0011248	OG0011526	n0				HMAN.evm.TU.Chr7.704				SCAV.g10037
N6.HOG0011249	OG0011527	n0				HMAN.evm.TU.Chr4.1616				SCAV.g13333
N6.HOG0011250	OG0011528	n0								SCAV.g12226
N6.HOG0011251	OG0011530	n0				HMAN.evm.TU.Chr7.589				SCAV.g393
N6.HOG0011252	OG0011532	n0								SCAV.g12252
N6.HOG0011253	OG0011533	n0				HMAN.evm.TU.Chr7.349				SCAV.g616
N6.HOG0011254	OG0011534	n0								SCAV.g12176
N6.HOG0011255	OG0011535	n0				HMAN.evm.TU.Chr7.1090				SCAV.g8955
N6.HOG0011256	OG0011537	n0				HMAN.evm.TU.Chr4.1578				SCAV.g13271
N6.HOG0011257	OG0011538	n0								SCAV.g12558
N6.HOG0011258	OG0011539	n1				HMAN.evm.TU.Chr7.418				
N6.HOG0011259	OG0011539	n2				HMAN.evm.TU.Chr7.417				
N6.HOG0011260	OG0011540	n0				HMAN.evm.TU.Chr4.1537				SCAV.g13257
N6.HOG0011261	OG0011541	n0								SCAV.g433
N6.HOG0011262	OG0011542	n0								SCAV.g11911
N6.HOG0011263	OG0011543	n0								SCAV.g13364
N6.HOG0011264	OG0011544	n0				HMAN.evm.TU.Chr10.950				SCAV.g1357
N6.HOG0011265	OG0011546	n0								SCAV.g12076, SCAV.g1249, SCAV.g15907, SCAV.g4574
N6.HOG0011266	OG0011547	n0				HMAN.evm.TU.Chr9.1074				
N6.HOG0011267	OG0011548	n0				HMAN.evm.TU.Chr8.569				SCAV.g2034
N6.HOG0011268	OG0011549	n0				HMAN.evm.TU.Chr6.249				
N6.HOG0011269	OG0011550	n0				HMAN.evm.TU.Chr8.657				SCAV.g1937
N6.HOG0011270	OG0011551	n0				HMAN.evm.TU.Chr8.495, HMAN.evm.TU.Unplaced208.1				
N6.HOG0011271	OG0011552	n0				HMAN.evm.TU.Chr8.297				SCAV.g2322
N6.HOG0011272	OG0011553	n0								SCAV.g1832
N6.HOG0011273	OG0011554	n0				HMAN.evm.TU.Chr8.265				SCAV.g2354
N6.HOG0011274	OG0011555	n0								SCAV.g15792
N6.HOG0011275	OG0011556	n0				HMAN.evm.TU.Chr3.257				SCAV.g3009
N6.HOG0011276	OG0011557	n0				HMAN.evm.TU.Chr3.50				SCAV.g2677
N6.HOG0011277	OG0011558	n0				HMAN.evm.TU.Chr3.383				SCAV.g2890
N6.HOG0011278	OG0011559	n0				HMAN.evm.TU.Chr3.1248				SCAV.g4609
N6.HOG0011279	OG0011560	n0				HMAN.evm.TU.Chr3.1495				SCAV.g4799
N6.HOG0011280	OG0011562	n0				HMAN.evm.TU.Chr3.359				SCAV.g2911
N6.HOG0011281	OG0011564	n0								SCAV.g4029
N6.HOG0011282	OG0011565	n0				HMAN.evm.TU.Chr2.1402				SCAV.g4499
N6.HOG0011283	OG0011566	n0				HMAN.evm.TU.Chr5.411				SCAV.g14607
N6.HOG0011284	OG0011567	n0								SCAV.g14209
N6.HOG0011285	OG0011568	n0				HMAN.evm.TU.Chr5.315				SCAV.g14519
N6.HOG0011286	OG0011569	n0				HMAN.evm.TU.Chr5.707				
N6.HOG0011287	OG0011570	n0								SCAV.g13968
N6.HOG0011288	OG0011571	n0				HMAN.evm.TU.Chr5.567				SCAV.g14145
N6.HOG0011289	OG0011572	n0				HMAN.evm.TU.Chr5.21				SCAV.g14169
N6.HOG0011290	OG0011573	n0				HMAN.evm.TU.Chr5.206				SCAV.g14387
N6.HOG0011291	OG0011575	n0				HMAN.evm.TU.Chr5.1381				SCAV.g13473
N6.HOG0011292	OG0011577	n0				HMAN.evm.TU.Chr5.609				
N6.HOG0011293	OG0011578	n0				HMAN.evm.TU.Chr5.713				
N6.HOG0011294	OG0011579	n0								SCAV.g14123
N6.HOG0011295	OG0011580	n0				HMAN.evm.TU.Chr5.961				SCAV.g13818
N6.HOG0011296	OG0011581	n0				HMAN.evm.TU.Chr5.192				
N6.HOG0011297	OG0011582	n0				HMAN.evm.TU.Chr5.760				SCAV.g14038
N6.HOG0011298	OG0011583	n0								SCAV.g9764
N6.HOG0011299	OG0011584	n0				HMAN.evm.TU.Chr7.980				SCAV.g9052
N6.HOG0011300	OG0011585	n0				HMAN.evm.TU.Chr1.847				SCAV.g11076
N6.HOG0011301	OG0011587	n0				HMAN.evm.TU.Chr1.279				SCAV.g10387
N6.HOG0011302	OG0011588	n0				HMAN.evm.TU.Chr1.62				SCAV.g10203
N6.HOG0011303	OG0011589	n0				HMAN.evm.TU.Chr1.576				SCAV.g10719
N6.HOG0011304	OG0011590	n2				HMAN.evm.TU.Chr6.564				SCAV.g14961
N6.HOG0011305	OG0011590	n3				HMAN.evm.TU.Chr6.561, HMAN.evm.TU.Chr6.563				SCAV.g14962
N6.HOG0011306	OG0011591	n0				HMAN.evm.TU.Chr6.837				SCAV.g15432
N6.HOG0011307	OG0011592	n0				HMAN.evm.TU.Chr6.1061				SCAV.g15586
N6.HOG0011308	OG0011593	n0				HMAN.evm.TU.Chr6.381				SCAV.g15127
N6.HOG0011309	OG0011594	n0								SCAV.g15087
N6.HOG0011310	OG0011595	n0				HMAN.evm.TU.Chr6.1154				SCAV.g15660
N6.HOG0011311	OG0011597	n0								SCAV.g15459
N6.HOG0011312	OG0011598	n0								SCAV.g15908
N6.HOG0011313	OG0011600	n0				HMAN.evm.TU.Chr6.888				SCAV.g15410
N6.HOG0011314	OG0011601	n0								SCAV.g15415
N6.HOG0011315	OG0011602	n0				HMAN.evm.TU.Chr6.707				SCAV.g14705
N6.HOG0011316	OG0011603	n0				HMAN.evm.TU.Chr6.670				SCAV.g4211
N6.HOG0011317	OG0011604	n0								SCAV.g3905
N6.HOG0011318	OG0011607	n0				HMAN.evm.TU.Chr13.380				
N6.HOG0011319	OG0011610	n0								SCAV.g14105
N6.HOG0011320	OG0011612	n0				HMAN.evm.TU.Chr11.468				SCAV.g5934
N6.HOG0011321	OG0011616	n0				HMAN.evm.TU.Chr9.474				SCAV.g6381
N6.HOG0011322	OG0011617	n0				HMAN.evm.TU.Chr5.725				
N6.HOG0011323	OG0011618	n0				HMAN.evm.TU.Chr9.34				SCAV.g6838
N6.HOG0011324	OG0011619	n0				HMAN.evm.TU.Chr6.581				SCAV.g14946
N6.HOG0011325	OG0011620	n0								SCAV.g1386
N6.HOG0011326	OG0011622	n0				HMAN.evm.TU.Chr1.1177				
N6.HOG0011327	OG0011624	n0				HMAN.evm.TU.Chr5.414				SCAV.g6594
N6.HOG0011328	OG0011626	n0				HMAN.evm.TU.Chr6.443				SCAV.g15070
N6.HOG0011329	OG0011632	n0				HMAN.evm.TU.Chr13.190				SCAV.g5379
N6.HOG0011330	OG0011633	n0				HMAN.evm.TU.Chr4.1304				SCAV.g12651
N6.HOG0011331	OG0011634	n0				HMAN.evm.TU.Chr8.742				
N6.HOG0011332	OG0011636	n0				HMAN.evm.TU.Chr7.49				SCAV.g6919
N6.HOG0011333	OG0011639	n0								SCAV.g11612
N6.HOG0011334	OG0011640	n0				HMAN.evm.TU.Chr1.953				SCAV.g11145
N6.HOG0011335	OG0011643	n0				HMAN.evm.TU.Chr1.1510				SCAV.g11516
N6.HOG0011336	OG0011645	n0				HMAN.evm.TU.Chr11.96				
N6.HOG0011337	OG0011646	n0				HMAN.evm.TU.Chr7.551				SCAV.g7073
N6.HOG0011338	OG0011647	n0				HMAN.evm.TU.Chr7.55				
N6.HOG0011339	OG0011650	n0				HMAN.evm.TU.Chr3.929				SCAV.g4464
N6.HOG0011340	OG0011651	n0				HMAN.evm.TU.Chr3.1030				SCAV.g4359
N6.HOG0011341	OG0011654	n0				HMAN.evm.TU.Chr3.1121				
N6.HOG0011342	OG0011655	n0				HMAN.evm.TU.Chr3.785				SCAV.g3316
N6.HOG0011343	OG0011657	n0				HMAN.evm.TU.Chr1.473				SCAV.g10590
N6.HOG0011344	OG0011658	n0				HMAN.evm.TU.Chr8.218				SCAV.g2394
N6.HOG0011345	OG0011660	n0				HMAN.evm.TU.Chr1.274				SCAV.g10383
N6.HOG0011346	OG0011661	n0				HMAN.evm.TU.Chr1.409				
N6.HOG0011347	OG0011665	n0				HMAN.evm.TU.Chr7.823				SCAV.g9945
N6.HOG0011348	OG0011666	n0				HMAN.evm.TU.Chr11.625				SCAV.g5776
N6.HOG0011349	OG0011667	n0								SCAV.g4341
N6.HOG0011350	OG0011668	n0				HMAN.evm.TU.Chr3.1050				SCAV.g4339
N6.HOG0011351	OG0011669	n0				HMAN.evm.TU.Chr3.932				SCAV.g4468
N6.HOG0011352	OG0011670	n0				HMAN.evm.TU.Chr2.1528				SCAV.g4104
N6.HOG0011353	OG0011671	n0				HMAN.evm.TU.Chr2.1619				SCAV.g4049
N6.HOG0011354	OG0011675	n0				HMAN.evm.TU.Chr9.269				
N6.HOG0011355	OG0011682	n0				HMAN.evm.TU.Chr9.50				SCAV.g6822
N6.HOG0011356	OG0011683	n0				HMAN.evm.TU.Chr8.384				
N6.HOG0011357	OG0011685	n0								SCAV.g1953, SCAV.g1969
N6.HOG0011358	OG0011686	n0				HMAN.evm.TU.Chr4.1575				SCAV.g13273
N6.HOG0011359	OG0011688	n0				HMAN.evm.TU.Chr4.1170				SCAV.g12697
N6.HOG0011360	OG0011689	n0				HMAN.evm.TU.Chr5.756				SCAV.g14033
N6.HOG0011361	OG0011691	n0				HMAN.evm.TU.Chr5.1302				SCAV.g13546
N6.HOG0011362	OG0011692	n0								SCAV.g15438
N6.HOG0011363	OG0011693	n0				HMAN.evm.TU.Chr11.768				SCAV.g5662
N6.HOG0011364	OG0011694	n0				HMAN.evm.TU.Chr3.588				SCAV.g8761
N6.HOG0011365	OG0011697	n0				HMAN.evm.TU.Chr9.527				SCAV.g6316
N6.HOG0011366	OG0011698	n0				HMAN.evm.TU.Chr5.1382				SCAV.g13474
N6.HOG0011367	OG0011701	n0				HMAN.evm.TU.Chr13.839				SCAV.g8395
N6.HOG0011368	OG0011702	n0				HMAN.evm.TU.Chr13.407				
N6.HOG0011369	OG0011703	n0				HMAN.evm.TU.Chr13.272				SCAV.g5314, SCAV.g8484
N6.HOG0011370	OG0011706	n0				HMAN.evm.TU.Chr4.416				SCAV.g13061
N6.HOG0011371	OG0011708	n0								SCAV.g8414
N6.HOG0011372	OG0011710	n0				HMAN.evm.TU.Chr4.187				SCAV.g12847
N6.HOG0011373	OG0011711	n0				HMAN.evm.TU.Chr5.963				SCAV.g13816
N6.HOG0011374	OG0011714	n0								SCAV.g2210
N6.HOG0011375	OG0011715	n0				HMAN.evm.TU.Chr12.675				SCAV.g62
N6.HOG0011376	OG0011717	n0				HMAN.evm.TU.Chr12.843				
N6.HOG0011377	OG0011718	n0				HMAN.evm.TU.Chr12.697				SCAV.g83
N6.HOG0011378	OG0011719	n0								SCAV.g9554
N6.HOG0011379	OG0011720	n0				HMAN.evm.TU.Chr8.864				SCAV.g1614
N6.HOG0011380	OG0011721	n0								SCAV.g1995
N6.HOG0011381	OG0011722	n0				HMAN.evm.TU.Chr3.120				SCAV.g3120, SCAV.g3121
N6.HOG0011382	OG0011723	n0				HMAN.evm.TU.Chr2.669				SCAV.g9607
N6.HOG0011383	OG0011724	n0				HMAN.evm.TU.Chr4.895				
N6.HOG0011384	OG0011725	n0								SCAV.g13938
N6.HOG0011385	OG0011727	n0				HMAN.evm.TU.Chr6.309				
N6.HOG0011386	OG0011728	n0				HMAN.evm.TU.Chr9.1065				SCAV.g8561
N6.HOG0011387	OG0011729	n0				HMAN.evm.TU.Chr4.774				SCAV.g11771
N6.HOG0011388	OG0011730	n0								SCAV.g12789
N6.HOG0011389	OG0011732	n0				HMAN.evm.TU.Chr11.608				SCAV.g5798
N6.HOG0011390	OG0011733	n0				HMAN.evm.TU.Chr4.1654				SCAV.g13354
N6.HOG0011391	OG0011735	n0				HMAN.evm.TU.Chr13.429				SCAV.g8000
N6.HOG0011392	OG0011738	n0				HMAN.evm.TU.Chr6.139				
N6.HOG0011393	OG0011742	n0				HMAN.evm.TU.Chr6.294				SCAV.g15207
N6.HOG0011394	OG0011744	n0				HMAN.evm.TU.Chr8.655				
N6.HOG0011395	OG0011745	n0								SCAV.g10180
N6.HOG0011396	OG0011746	n0				HMAN.evm.TU.Chr3.1203				
N6.HOG0011397	OG0011747	n0				HMAN.evm.TU.Chr4.1588				SCAV.g13263
N6.HOG0011398	OG0011749	n0				HMAN.evm.TU.Chr2.958				SCAV.g8858
N6.HOG0011399	OG0011750	n0				HMAN.evm.TU.Chr2.567				SCAV.g9136
N6.HOG0011400	OG0011751	n0								SCAV.g9704
N6.HOG0011401	OG0011752	n0				HMAN.evm.TU.Chr2.540				SCAV.g9101
N6.HOG0011402	OG0011753	n0				HMAN.evm.TU.Chr3.129				SCAV.g3111
N6.HOG0011403	OG0011754	n0				HMAN.evm.TU.Chr2.276				SCAV.g8783
N6.HOG0011404	OG0011755	n0				HMAN.evm.TU.Chr13.581				SCAV.g8203
N6.HOG0011405	OG0011758	n0				HMAN.evm.TU.Chr13.569				SCAV.g8246
N6.HOG0011406	OG0011759	n0				HMAN.evm.TU.Chr13.693				
N6.HOG0011407	OG0011762	n0				HMAN.evm.TU.Chr8.528				SCAV.g2078
N6.HOG0011408	OG0011763	n0				HMAN.evm.TU.Chr3.1573				SCAV.g4860
N6.HOG0011409	OG0011764	n0				HMAN.evm.TU.Chr3.799				SCAV.g3333
N6.HOG0011410	OG0011765	n0								SCAV.g2478
N6.HOG0011411	OG0011766	n0				HMAN.evm.TU.Chr12.63				SCAV.g7437
N6.HOG0011412	OG0011767	n0				HMAN.evm.TU.Chr2.472				
N6.HOG0011413	OG0011768	n0								SCAV.g12387
N6.HOG0011414	OG0011772	n0				HMAN.evm.TU.Chr12.939				SCAV.g320
N6.HOG0011415	OG0011773	n0				HMAN.evm.TU.Chr4.638				SCAV.g15560
N6.HOG0011416	OG0011774	n0				HMAN.evm.TU.Chr13.582				SCAV.g8202
N6.HOG0011417	OG0011776	n0				HMAN.evm.TU.Chr4.169				SCAV.g12836
N6.HOG0011418	OG0011777	n0				HMAN.evm.TU.Chr13.458				SCAV.g2475
N6.HOG0011419	OG0011780	n0				HMAN.evm.TU.Chr5.1307				SCAV.g13543
N6.HOG0011420	OG0011781	n0				HMAN.evm.TU.Chr10.66				SCAV.g8687
N6.HOG0011421	OG0011782	n0				HMAN.evm.TU.Chr5.578				
N6.HOG0011422	OG0011783	n0				HMAN.evm.TU.Chr12.472				SCAV.g7130
N6.HOG0011423	OG0011784	n0								SCAV.g2844
N6.HOG0011424	OG0011788	n0				HMAN.evm.TU.Chr5.178				SCAV.g14401
N6.HOG0011425	OG0011789	n0				HMAN.evm.TU.Chr7.244				SCAV.g9534
N6.HOG0011426	OG0011791	n0				HMAN.evm.TU.Chr12.347				SCAV.g7244
N6.HOG0011427	OG0011792	n0				HMAN.evm.TU.Chr7.276				SCAV.g695
N6.HOG0011428	OG0011793	n0				HMAN.evm.TU.Chr12.129				SCAV.g7404
N6.HOG0011429	OG0011795	n0				HMAN.evm.TU.Chr7.1141				
N6.HOG0011430	OG0011796	n0								SCAV.g7222
N6.HOG0011431	OG0011797	n0				HMAN.evm.TU.Chr7.291				SCAV.g678
N6.HOG0011432	OG0011798	n0								SCAV.g5714
N6.HOG0011433	OG0011799	n0				HMAN.evm.TU.Chr7.760				SCAV.g9991
N6.HOG0011434	OG0011800	n0				HMAN.evm.TU.Chr7.623				SCAV.g10092
N6.HOG0011435	OG0011801	n0				HMAN.evm.TU.Chr11.826				
N6.HOG0011436	OG0011802	n3				HMAN.evm.TU.Chr4.232				SCAV.g12879
N6.HOG0011437	OG0011802	n4				HMAN.evm.TU.Chr4.230				SCAV.g12880
N6.HOG0011438	OG0011803	n0				HMAN.evm.TU.Chr6.36				SCAV.g14800
N6.HOG0011439	OG0011804	n0								SCAV.g15100
N6.HOG0011440	OG0011805	n0								SCAV.g14777
N6.HOG0011441	OG0011807	n0				HMAN.evm.TU.Chr10.24				SCAV.g8587
N6.HOG0011442	OG0011808	n0				HMAN.evm.TU.Chr2.389				
N6.HOG0011443	OG0011809	n0				HMAN.evm.TU.Chr2.511				SCAV.g9144
N6.HOG0011444	OG0011810	n0				HMAN.evm.TU.Chr2.1001				SCAV.g8818
N6.HOG0011445	OG0011812	n0				HMAN.evm.TU.Chr2.985				SCAV.g8832
N6.HOG0011446	OG0011815	n0				HMAN.evm.TU.Chr12.997				SCAV.g38
N6.HOG0011447	OG0011816	n0				HMAN.evm.TU.Chr12.614				SCAV.g368
N6.HOG0011448	OG0011818	n0				HMAN.evm.TU.Chr1.1513				SCAV.g11513
N6.HOG0011449	OG0011819	n0				HMAN.evm.TU.Chr1.978				
N6.HOG0011450	OG0011824	n0				HMAN.evm.TU.Chr11.225				SCAV.g5163
N6.HOG0011451	OG0011827	n0				HMAN.evm.TU.Chr2.1210				
